"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.714874990E-3,5.229674835E0,4.544998627E0,9.775721283E0,1.198212160E1
1.175587496E-2,5.422473907E0,4.409380646E0,9.240434418E0,1.158583140E1
2.179687499E-2,5.462889862E0,4.263284454E0,8.030799866E0,1.060719126E1
3.183787497E-2,5.463638306E0,4.420906677E0,7.853269043E0,1.053895602E1
4.187887500E-2,5.162015533E0,4.619842987E0,7.959697723E0,1.055206811E1
5.191987497E-2,4.735552368E0,4.477039948E0,8.227939911E0,1.049611062E1
6.196087500E-2,4.295916595E0,3.942651215E0,8.672066345E0,1.045007812E1
7.200187497E-2,3.915707245E0,3.257975006E0,8.942254486E0,1.029131088E1
8.204287500E-2,3.385509796E0,2.949765930E0,8.700058136E0,9.790495758E0
9.208387497E-2,2.745141449E0,2.744842072E0,8.469387817E0,9.316678033E0
1.021248750E-1,2.042502594E0,2.840942230E0,8.688382416E0,9.366469912E0
1.121658750E-1,1.044976959E0,3.019670563E0,9.002129974E0,9.552420176E0
1.222068750E-1,2.375559998E-1,3.334465942E0,8.916058960E0,9.522142792E0
1.322478750E-1,2.499801636E-2,3.841461639E0,9.070388031E0,9.850349814E0
1.422888750E-1,2.447410583E-1,4.276906128E0,9.146429901E0,1.009995070E1
1.523298750E-1,7.493417358E-1,4.346960449E0,8.969048767E0,9.995069483E0
1.623718750E-1,1.462907867E0,4.289479980E0,8.370593262E0,9.518748315E0
1.724128750E-1,1.766775970E0,4.515959015E0,7.925419006E0,9.291267383E0
1.824538750E-1,1.942660217E0,4.822521515E0,7.547005920E0,9.164493485E0
1.924948750E-1,1.927242279E0,5.205574951E0,7.530989227E0,9.355643864E0
2.025358750E-1,1.934577026E0,5.769452362E0,7.899373169E0,9.971422431E0
2.125768750E-1,2.098186798E0,6.393055573E0,8.082292786E0,1.051651102E1
2.226178750E-1,2.277513885E0,6.816674652E0,8.128845978E0,1.085044975E1
2.326588750E-1,2.399510193E0,6.911427612E0,8.245154114E0,1.102306886E1
2.426998750E-1,2.611319733E0,6.346352692E0,8.400680695E0,1.084742455E1
2.527408750E-1,2.759062500E0,5.232518921E0,8.493787079E0,1.035065694E1
2.627818750E-1,3.115022278E0,3.849844208E0,8.023315430E0,9.428587100E0
2.728228750E-1,3.063679047E0,3.190315704E0,5.932463379E0,7.399889549E0
2.828638750E-1,1.188229065E0,4.011807404E0,5.163362732E0,6.645810835E0
2.929048750E-1,-7.333250427E-1,6.086343384E0,4.605622559E0,7.667665913E0
3.029458750E-1,-1.938019867E0,6.335575104E0,5.753735046E0,8.775015663E0
