"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.431218208E0,1.397064126E0,-3.874581204E1,2.384404496E0,3.884424184E1
1.441259208E0,-3.923869958E0,-4.310657192E1,3.193719661E0,4.340245550E1
1.451300208E0,-7.415306743E0,-4.686485809E1,5.671044307E0,4.778558822E1
1.461342208E0,-9.240844892E0,-4.963487593E1,8.972557681E0,5.127885446E1
1.471383208E0,-9.118884253E0,-5.057206766E1,1.259780273E1,5.290928757E1
1.481425208E0,-6.362971648E0,-5.008685635E1,1.498637746E1,5.266661273E1
1.491466208E0,-1.099275373E0,-4.884433238E1,1.524185050E1,5.117901150E1
1.501507208E0,5.712441425E0,-4.695054085E1,1.422897710E1,4.939077912E1
1.511549208E0,1.232646152E1,-4.450996917E1,1.303923126E1,4.799062993E1
1.521590208E0,1.793342912E1,-4.126659817E1,1.246237654E1,4.668887269E1
1.531631208E0,2.184035151E1,-3.632306268E1,1.339866546E1,4.445098505E1
1.541673208E0,2.416194872E1,-2.936867440E1,1.516645416E1,4.094313293E1
1.551714208E0,2.656836097E1,-1.989264865E1,1.974789966E1,3.862091163E1
1.561755208E0,2.860063327E1,-8.856906188E0,2.799057455E1,4.098674511E1
1.571797208E0,2.637987246E1,-6.650424278E-1,4.005937735E1,4.796971613E1
1.581838208E0,2.008807195E1,5.811083953E0,5.219445950E1,5.622775946E1
1.591880208E0,1.893403390E1,1.279423877E1,5.905479648E1,6.332186963E1
1.601921208E0,2.003697196E1,2.004236544E1,6.282188622E1,6.891854645E1
1.611962208E0,1.248593965E1,2.344050522E1,6.186447716E1,6.732436043E1
1.622004208E0,2.284421786E0,2.342690459E1,6.006232787E1,6.450985716E1
1.632045208E0,3.305519301E0,2.510716516E1,5.633985005E1,6.176953055E1
1.642086208E0,1.711375473E1,2.302552832E1,4.800278239E1,5.592247019E1
1.652128208E0,2.472709615E1,1.862155986E1,3.365266969E1,4.572410691E1
1.662169208E0,2.568625235E1,1.507388456E1,2.012592916E1,3.594521637E1
1.672210208E0,2.323537086E1,9.912003508E0,1.066098272E1,2.741873128E1
1.682252208E0,2.139020478E1,6.485312941E0,2.987377560E0,2.255048933E1
1.692293208E0,2.194860218E1,5.980062638E0,-2.616772846E0,2.289868526E1
1.702334208E0,2.429247261E1,6.646810699E0,-7.383554024E0,2.624540317E1
1.712376208E0,2.584520540E1,6.472896379E0,-9.485569578E0,2.828160285E1
1.722417208E0,2.539521070E1,6.369606484E0,-9.719772785E0,2.792781044E1
1.732458208E0,2.584075684E1,6.490181918E0,-9.503243372E0,2.828743201E1
1.742500208E0,2.809135950E1,6.980513050E0,-9.071789024E0,3.033396441E1
1.752541208E0,2.970249662E1,7.303021492E0,-9.851332798E0,3.213442370E1
1.762583208E0,3.011255718E1,7.371597637E0,-1.082473282E1,3.283719525E1
1.772624208E0,3.134731605E1,7.950099519E0,-1.065126698E1,3.404860928E1
1.782665208E0,3.303577441E1,8.937487251E0,-9.524672248E0,3.552408269E1
1.792707208E0,3.405540486E1,9.539217782E0,-9.013999237E0,3.649684176E1
1.802748208E0,3.516774408E1,9.481382972E0,-8.436539329E0,3.738772583E1
1.812789208E0,3.601628968E1,8.438145559E0,-7.263629969E0,3.769795410E1
1.822831208E0,3.710030265E1,6.021944489E0,-4.834556839E0,3.789550385E1
1.832872208E0,3.825208485E1,2.329578078E0,-1.747028754E0,3.836275588E1
1.842913208E0,3.879839255E1,-2.555971743E0,6.694231617E-1,3.888825508E1
1.852955208E0,3.771999992E1,-9.936454225E0,3.061312386E0,3.912675747E1
1.862996208E0,3.517424385E1,-1.816481747E1,5.577968913E0,3.997876638E1
1.873037208E0,3.089403287E1,-2.659311808E1,1.082562861E1,4.217617136E1
1.883079208E0,2.683514603E1,-3.498096998E1,1.708959170E1,4.728474878E1
1.893120208E0,2.351842288E1,-4.396668799E1,2.255675938E1,5.472653160E1
1.903162208E0,1.998073578E1,-5.312847034E1,2.514883476E1,6.208323488E1
1.913203208E0,1.646045702E1,-6.367696432E1,2.091821753E1,6.901647814E1
1.923244208E0,8.709704872E0,-7.189017860E1,9.586111867E0,7.304758914E1
1.933286208E0,-1.869268305E0,-7.667475871E1,-2.095894105E0,7.672617258E1
1.943327208E0,-1.429948516E1,-7.907173822E1,-9.227421439E0,8.088238602E1
1.953368208E0,-2.541011876E1,-7.883627787E1,-1.274453043E1,8.380486799E1
1.963410208E0,-3.149239248E1,-7.641243858E1,-1.522305755E1,8.403792617E1
1.973451208E0,-3.094153565E1,-7.199466601E1,-1.741434489E1,8.027371905E1
1.983493208E0,-2.269318896E1,-6.575737558E1,-1.822361591E1,7.191045435E1
1.993534208E0,-7.986662158E0,-5.884497499E1,-1.770723894E1,6.196825127E1
2.003575208E0,6.093275843E0,-5.174841050E1,-1.646607035E1,5.464574524E1
2.013617208E0,1.381350202E1,-4.567589461E1,-1.485454146E1,4.997757086E1
2.023658208E0,1.708204294E1,-4.180950512E1,-1.175941258E1,4.667027634E1
2.033699208E0,2.098509097E1,-3.918393690E1,-7.084812759E0,4.501054905E1
2.043741208E0,2.771231725E1,-3.493269537E1,-2.463813193E0,4.465799042E1
2.053782208E0,3.161875783E1,-2.888373908E1,1.135640377E0,4.284047046E1
2.063823208E0,3.145583569E1,-2.164426864E1,5.389934737E0,3.856157881E1
2.073865208E0,3.110235045E1,-1.439791719E1,1.075365641E1,3.592070920E1
2.083906208E0,3.170398685E1,-8.832743154E0,1.584138423E1,3.652546492E1
2.093947208E0,3.531801752E1,-4.009878992E0,2.051816975E1,4.104189056E1
2.103989208E0,4.210259564E1,2.949858901E0,2.655974685E1,4.986732778E1
2.114030208E0,4.856866189E1,1.133631741E1,3.030548957E1,5.835965822E1
2.124072208E0,4.932630199E1,1.939761285E1,3.370795863E1,6.281383547E1
2.134113208E0,4.569568627E1,2.263399175E1,3.753043787E1,6.331608873E1
2.144154208E0,4.112882373E1,2.368058488E1,4.018369383E1,6.218584639E1
2.154196208E0,3.851881144E1,2.462480262E1,4.016873899E1,6.085727015E1
2.164237208E0,3.955127302E1,2.562411516E1,3.626144706E1,5.946251775E1
2.174278208E0,4.068916457E1,2.676413042E1,2.971866534E1,5.705371031E1
2.184320208E0,3.967915396E1,2.589896236E1,2.383088405E1,5.303868913E1
2.194361208E0,3.607561085E1,2.293934738E1,1.827721031E1,4.649429829E1
2.204402208E0,3.158901187E1,1.826006394E1,1.182051599E1,3.835388122E1
2.214444208E0,2.791344510E1,1.426513745E1,8.067830867E0,3.236888102E1
2.224485208E0,2.456599600E1,1.029744027E1,7.822456555E0,2.776177700E1
2.234526208E0,2.094275011E1,5.897714546E0,8.439468784E0,2.333680467E1
2.244568208E0,1.767547569E1,1.981995606E0,9.073329180E0,1.996687381E1
2.254609208E0,1.528759093E1,-1.011826755E0,1.043776409E1,1.853863935E1
2.264651208E0,1.504328725E1,-4.398056343E0,1.104106577E1,1.917155508E1
2.274692208E0,1.532737188E1,-8.613762004E0,1.136729479E1,2.093658557E1
2.284733208E0,1.463495396E1,-1.378172708E1,1.127738683E1,2.304988790E1
2.294775208E0,1.306605010E1,-1.955320141E1,1.022533124E1,2.564384428E1
2.304816208E0,1.050938313E1,-2.471038714E1,1.021915775E1,2.873119474E1
2.314857208E0,7.814596728E0,-2.859749916E1,1.056964219E1,3.147383384E1
2.324899208E0,3.883060486E0,-3.118766601E1,1.204845215E1,3.365878591E1
2.334940208E0,6.156732166E-1,-3.461058629E1,1.501497854E1,3.773223181E1
2.344978208E0,-2.626856954E0,-3.868449580E1,2.032011520E1,4.377553740E1
2.355020208E0,-4.092476760E0,-4.252276720E1,2.930827266E1,5.180645658E1
2.365061208E0,-3.588761936E0,-4.498439821E1,3.990733571E1,6.024176905E1
2.375103208E0,-1.937484847E0,-4.572523108E1,4.851191115E1,6.669299909E1
2.385144208E0,2.591252089E0,-4.555240142E1,5.374238121E1,7.049808083E1
2.395185208E0,9.043307821E0,-4.489364475E1,5.245644751E1,6.963404081E1
2.405227208E0,1.403896481E1,-4.536466370E1,4.273069887E1,6.388237527E1
2.415268208E0,1.842595412E1,-4.591636954E1,2.956434797E1,5.763574800E1
2.425309208E0,2.392096157E1,-4.419443470E1,1.750977145E1,5.321609303E1
2.435351208E0,2.985239350E1,-3.929828505E1,1.065003322E1,5.048706580E1
2.445392208E0,3.279076672E1,-3.270702290E1,9.702551565E0,4.731937484E1
2.455433208E0,3.269126114E1,-2.599200092E1,1.283245852E1,4.369181455E1
2.465475208E0,3.191642321E1,-1.931039227E1,1.849722934E1,4.163768501E1
2.475516208E0,3.242462811E1,-1.224138453E1,2.306230497E1,4.163025239E1
2.485558208E0,3.422388653E1,-3.901257021E0,2.609397402E1,4.321330462E1
2.495599208E0,3.669909945E1,5.160611032E0,2.721011861E1,4.597658493E1
2.505640208E0,3.726550988E1,1.325040813E1,2.659214510E1,4.765956067E1
2.515682208E0,3.577115335E1,1.904975380E1,2.818255267E1,4.936319284E1
2.525723208E0,3.647295488E1,2.105282979E1,2.848483735E1,5.084175488E1
2.535764208E0,3.978888047E1,2.287825567E1,2.684950679E1,5.317391848E1
2.545806208E0,4.271700703E1,2.403177333E1,2.296071077E1,5.412451439E1
2.555847208E0,4.387549481E1,2.228137190E1,1.611004742E1,5.177887800E1
2.565888208E0,4.452879252E1,1.905854801E1,7.425744608E0,4.900187036E1
2.575930208E0,4.381750915E1,1.596133752E1,-4.326694000E-1,4.663609767E1
2.585971208E0,4.140273538E1,1.237674524E1,-6.298479198E0,4.366968239E1
2.596012208E0,3.877708997E1,8.772660674E0,-1.034500971E1,4.108091415E1
2.606054208E0,3.687957494E1,6.348515577E0,-1.396162953E1,3.994162987E1
2.616095208E0,3.440450468E1,4.666265202E0,-1.850548444E1,3.934332126E1
2.626136208E0,3.121508945E1,2.250569916E0,-2.331789846E1,3.902782678E1
2.636178208E0,2.768424126E1,-1.036283319E0,-2.633328185E1,3.822215104E1
2.646219208E0,2.433924565E1,-4.936755059E0,-2.533285599E1,3.547568212E1
2.656261208E0,2.141568460E1,-8.800157790E0,-2.132209875E1,3.147548601E1
2.666302208E0,1.994869304E1,-1.286586834E1,-1.733154364E1,2.939155196E1
2.676343208E0,1.872887264E1,-1.602144105E1,-1.419890487E1,2.844408802E1
2.686385208E0,1.847360425E1,-1.850636737E1,-1.302220534E1,2.921194138E1
2.696426208E0,1.873034146E1,-2.127866563E1,-1.344015496E1,3.137268027E1
2.706467208E0,2.055028967E1,-2.532265143E1,-1.407179575E1,3.551853765E1
2.716509208E0,2.162055935E1,-2.978782621E1,-1.354919033E1,3.922172530E1
2.726550208E0,2.237753755E1,-3.431766885E1,-1.201593929E1,4.269472308E1
2.736591208E0,2.291704844E1,-3.873072623E1,-9.653450741E0,4.602661594E1
2.746633208E0,2.205629620E1,-4.000709856E1,-6.359037641E0,4.612467341E1
2.756674208E0,2.241373883E1,-3.875468578E1,-2.327747315E0,4.482989812E1
2.766716208E0,2.390200958E1,-3.472350772E1,1.499529564E0,4.218147270E1
2.776757208E0,2.646476234E1,-3.094992758E1,5.363353879E0,4.107368047E1
2.786798208E0,2.829849594E1,-2.724428038E1,1.134589281E1,4.088746715E1
2.796840208E0,2.886082735E1,-2.419036151E1,1.938985827E1,4.235667066E1
2.806881208E0,2.700605780E1,-2.136257551E1,3.039145065E1,4.592741081E1
2.816922208E0,2.389021224E1,-1.930986485E1,4.073202232E1,5.101676944E1
2.826964208E0,1.824494421E1,-1.789591338E1,4.828827620E1,5.463423216E1
2.837005208E0,1.255244705E1,-1.597948143E1,5.132446866E1,5.520062352E1
2.847046208E0,9.717519268E0,-1.369309265E1,5.135203945E1,5.402742750E1
2.857088208E0,9.360070204E0,-1.195733966E1,5.061821388E1,5.284687751E1
2.867129208E0,9.871393425E0,-1.103461863E1,4.895651004E1,5.114633019E1
2.877170208E0,1.054859689E1,-1.247853591E1,4.605895741E1,4.887140587E1
2.887212208E0,1.082354818E1,-1.575854907E1,4.213513890E1,4.626933103E1
2.897253208E0,1.045136939E1,-1.987091338E1,3.780959096E1,4.397328154E1
2.907295208E0,8.465721613E0,-2.465268448E1,3.369669689E1,4.260153372E1
2.917336208E0,4.634078618E0,-2.964985765E1,3.039891170E1,4.271630339E1
2.927377208E0,-2.247277933E-1,-3.452807038E1,2.735688138E1,4.405266287E1
2.937419208E0,-5.382828616E0,-3.874474785E1,2.466221310E1,4.624235164E1
2.947460208E0,-9.071698392E0,-4.116108165E1,2.203678053E1,4.756206525E1
2.957501208E0,-1.058211547E1,-4.327135581E1,1.898548121E1,4.842354694E1
2.967543208E0,-1.094402655E1,-4.509905509E1,1.638395907E1,4.921514607E1
2.977584208E0,-9.049602349E0,-4.710229247E1,1.388522747E1,4.993316333E1
2.987626208E0,-7.041661477E0,-4.887688499E1,1.320670838E1,5.111704246E1
2.997667208E0,-5.442901155E0,-5.142258493E1,1.495917973E1,5.383014464E1
3.007708208E0,-4.610754075E0,-5.366429047E1,1.726342825E1,5.656095013E1
3.017750208E0,-2.847509238E0,-5.659548097E1,1.827759155E1,5.954180991E1
3.027791208E0,1.579552218E0,-5.878177829E1,1.686344128E1,6.117326291E1
3.037832208E0,8.891752669E0,-5.954178535E1,1.363294117E1,6.172636837E1
3.047874208E0,1.776369497E1,-5.874136233E1,1.058954377E1,6.227547627E1
3.057915208E0,2.636634668E1,-5.592044565E1,9.301313288E0,6.252035595E1
3.067956208E0,3.408501750E1,-5.107956388E1,1.179699030E1,6.253062644E1
3.077998208E0,4.090307911E1,-4.341210531E1,1.978504585E1,6.284203058E1
3.088039208E0,4.678411506E1,-3.311292257E1,3.134630097E1,6.532847501E1
3.098081208E0,4.856960212E1,-2.107769917E1,4.289096403E1,6.813890554E1
3.108122208E0,4.655935277E1,-1.086651235E1,4.961377450E1,6.890124121E1
3.118163208E0,4.455628847E1,-2.144925347E0,4.725954982E1,6.498714178E1
3.128205208E0,4.421329080E1,8.358591267E0,3.873360306E1,5.937148421E1
3.138246208E0,4.529293473E1,1.837434660E1,3.185281018E1,5.834096387E1
3.148287208E0,4.587200555E1,2.509129348E1,3.182601590E1,6.121036832E1
3.158329208E0,4.609083642E1,2.857044760E1,3.575770241E1,6.495574617E1
3.168370208E0,4.702286857E1,2.972580362E1,3.580714881E1,6.615833640E1
3.178411208E0,4.486602250E1,2.819898335E1,3.253426808E1,6.218216172E1
3.188453208E0,4.160164362E1,2.331442989E1,2.690393267E1,5.475473483E1
3.198494208E0,3.989702122E1,1.836864673E1,1.976367778E1,4.816411989E1
3.208535208E0,3.958693168E1,1.441576055E1,1.355285887E1,4.425629103E1
3.218577208E0,3.917038305E1,1.033177980E1,7.756307005E0,4.124590744E1
3.228618208E0,3.788170116E1,5.994614019E0,1.278970250E0,3.837439830E1
3.238659208E0,3.573908488E1,2.124688134E0,-5.269472739E0,3.618789619E1
3.248701208E0,3.201029441E1,-8.434462398E-1,-9.675885923E0,3.345135450E1
3.258742208E0,2.836015834E1,-2.778727271E0,-1.229933980E1,3.103697256E1
3.268784208E0,2.555152315E1,-3.984067628E0,-1.419628882E1,2.950063976E1
3.278825208E0,2.261601974E1,-5.850865484E0,-1.411543352E1,2.729400007E1
3.288866208E0,2.004466222E1,-8.437718713E0,-1.219731056E1,2.493507501E1
3.298908208E0,1.755533880E1,-1.061711223E1,-9.105316374E0,2.244593011E1
3.308949208E0,1.517997994E1,-1.161253286E1,-6.008049166E0,2.003445446E1
3.318990208E0,1.430865126E1,-1.146614314E1,-3.945418117E0,1.875569949E1
3.329032208E0,1.532258886E1,-9.763130473E0,-3.176368926E0,1.844423394E1
3.339073208E0,1.773910977E1,-6.972863722E0,-3.411308004E0,1.936320909E1
