"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.349114333E0,2.019798791E1,-5.002332167E0,-2.795543278E0,2.099516861E1
3.359156333E0,2.212041209E1,-5.112660940E0,-9.344356397E-1,2.272278818E1
3.369197333E0,2.328038740E1,-6.575626110E0,1.749791271E0,2.425442364E1
3.379238333E0,2.273840197E1,-8.606797970E0,4.307964783E0,2.469150574E1
3.389280333E0,2.108433693E1,-1.133952286E1,6.599938248E0,2.483330882E1
3.399321333E0,1.825306833E1,-1.421088347E1,7.800515463E0,2.441253272E1
3.409363333E0,1.396897247E1,-1.820116377E1,1.042301156E1,2.520027231E1
3.419404333E0,9.354341687E0,-2.412809100E1,1.581691481E1,3.032891818E1
3.429445333E0,5.626601960E0,-3.064456025E1,2.077437603E1,3.744759567E1
3.439487333E0,4.960212334E0,-3.754596807E1,2.663445789E1,4.630008393E1
3.449528333E0,7.202201461E0,-4.489377105E1,3.574794224E1,5.783803039E1
3.459569333E0,6.947742915E0,-5.037636837E1,4.464714485E1,6.767139103E1
3.469611333E0,4.166035318E0,-5.317720805E1,4.997367764E1,7.309267927E1
3.479652333E0,2.069900308E0,-5.487041669E1,4.934396526E1,7.382326207E1
3.489693333E0,1.843231823E0,-5.606007716E1,4.281277039E1,7.056247631E1
3.499735333E0,4.602352211E0,-5.591081879E1,3.205109394E1,6.461016891E1
3.509776333E0,1.028558913E1,-5.432200400E1,1.992690632E1,5.876865710E1
3.519818333E0,1.604197180E1,-5.069814766E1,1.104042140E1,5.430964868E1
3.529859333E0,1.947218824E1,-4.524023495E1,6.661992994E0,4.970137949E1
3.539900333E0,2.437560130E1,-3.810340185E1,3.806898748E0,4.539307931E1
3.549942333E0,3.371001919E1,-2.828207462E1,3.129169031E0,4.411386219E1
3.559983333E0,4.290905766E1,-1.429933547E1,8.657835392E0,4.605015024E1
3.570024333E0,4.826513058E1,-1.262355387E0,1.897104794E1,5.187501355E1
3.580066333E0,5.070029943E1,8.945361112E0,3.225030624E1,6.075049054E1
3.590107333E0,5.430272222E1,1.795044218E1,4.897179700E1,7.529436178E1
3.600148333E0,5.495025692E1,2.642419202E1,6.613725749E1,8.995501924E1
3.610190333E0,5.399820391E1,3.304665725E1,7.684866893E1,9.956709043E1
3.620231333E0,5.230670733E1,3.744921068E1,7.495868511E1,9.877874005E1
3.630273333E0,5.053744746E1,3.819426992E1,6.252321512E1,8.900555196E1
3.640314333E0,4.859505856E1,3.595030502E1,4.867786448E1,7.761081521E1
3.650355333E0,4.676920232E1,3.173858131E1,3.784733356E1,6.802291149E1
3.660397333E0,4.427156181E1,2.571179299E1,3.002761351E1,5.935254887E1
3.670438333E0,3.999222324E1,1.733750312E1,2.288847894E1,4.923260508E1
3.680479333E0,3.392457926E1,7.277317132E0,1.628795130E1,3.832928097E1
3.690521333E0,2.639831692E1,-3.309628724E0,1.255458362E1,2.941840153E1
3.700562333E0,1.923588471E1,-1.259267823E1,1.047883376E1,2.526659381E1
3.710603333E0,1.411618314E1,-1.957479050E1,8.171444698E0,2.547963025E1
3.720645333E0,1.112781506E1,-2.388024156E1,6.738776291E0,2.719384693E1
3.730686333E0,9.756795015E0,-2.687226415E1,6.458596428E0,2.930916405E1
3.740727333E0,9.071258097E0,-2.929430717E1,8.657014443E0,3.186515425E1
3.750769333E0,9.150360399E0,-3.068087613E1,1.202481887E1,3.420002229E1
3.760810333E0,9.468797425E0,-3.170602401E1,1.387763662E1,3.588201334E1
3.770852333E0,9.976723999E0,-3.405094928E1,1.212652768E1,3.749739781E1
3.780893333E0,8.988269734E0,-3.913609498E1,9.807157084E0,4.133525436E1
3.790934333E0,5.401881768E0,-4.721205640E1,9.047486826E0,4.837370788E1
3.800976333E0,-1.053277082E0,-5.476289809E1,9.560560119E0,5.560115745E1
3.811017333E0,-8.060755152E0,-5.935105385E1,1.400470129E1,6.151142191E1
3.821058333E0,-1.237025015E1,-6.131206964E1,2.243102554E1,6.644805399E1
3.831100333E0,-1.310704025E1,-6.191414107E1,3.060515703E1,7.029815791E1
3.841141333E0,-1.132835351E1,-6.139907154E1,3.561284349E1,7.187803698E1
3.851182333E0,-6.774344904E0,-5.973906572E1,3.559437097E1,6.986849767E1
3.861224333E0,5.796999764E-1,-5.723227550E1,3.037488198E1,6.479585531E1
3.871265333E0,8.555399190E0,-5.355608891E1,2.258537566E1,5.874988263E1
3.881307333E0,1.483176656E1,-4.902949265E1,1.641470841E1,5.378954453E1
3.891348333E0,2.039045252E1,-4.394192854E1,1.336673264E1,5.025269326E1
3.901389333E0,2.604810846E1,-3.649053395E1,1.327368005E1,4.675739091E1
3.911431333E0,3.196804243E1,-2.561052623E1,1.515823064E1,4.367638660E1
3.921472333E0,3.826558256E1,-1.133226178E1,1.790822645E1,4.374219405E1
3.931513333E0,4.630138764E1,4.607622306E0,1.854530632E1,5.008969023E1
3.941555333E0,5.362589064E1,2.038133554E1,1.914978797E1,6.048015678E1
3.951596333E0,5.845816531E1,3.410010098E1,2.151888094E1,7.101574624E1
3.961637333E0,5.784256577E1,4.460742120E1,2.248050701E1,7.642615806E1
3.971679333E0,5.341660242E1,5.093001549E1,2.249311829E1,7.715659571E1
3.981720333E0,4.780851917E1,5.406123221E1,2.112664036E1,7.519711608E1
3.991761333E0,4.258086514E1,5.465672669E1,1.935150872E1,7.193725556E1
4.001803333E0,3.941594506E1,5.356555673E1,1.929806751E1,6.924811190E1
4.011844333E0,3.716325377E1,4.997161942E1,2.068688063E1,6.562177389E1
4.021885333E0,3.562770244E1,4.301194058E1,1.959098027E1,5.918755546E1
4.031927333E0,3.383127173E1,3.428715808E1,1.459368899E1,5.033030811E1
4.041968333E0,3.109055077E1,2.527388098E1,9.976822232E0,4.129077850E1
4.052010333E0,2.720909886E1,1.592779790E1,7.999403826E0,3.252722349E1
4.062051333E0,2.298286002E1,7.147234125E0,7.164414999E0,2.511222118E1
4.072092333E0,1.904077131E1,-5.828545493E-1,6.842747387E0,2.024139035E1
4.082134333E0,1.522891061E1,-6.984599084E0,7.118969854E0,1.820395766E1
4.092175333E0,1.259562289E1,-1.202645024E1,7.567275878E0,1.898812486E1
4.102216333E0,1.163369745E1,-1.561734700E1,7.633598506E0,2.091688958E1
4.112258333E0,1.129057815E1,-1.857850096E1,7.752541398E0,2.308115576E1
4.122299333E0,1.083005262E1,-2.162909862E1,8.304289345E0,2.557477602E1
4.132340333E0,1.022265672E1,-2.583816769E1,9.996848946E0,2.953050302E1
4.142382333E0,8.733026492E0,-3.213637675E1,1.169136503E1,3.529448226E1
4.152423333E0,6.431768818E0,-4.141268033E1,1.145740506E1,4.344709280E1
4.162465333E0,1.554032046E0,-5.177620583E1,1.101134086E1,5.295696491E1
4.172506333E0,-6.915791389E0,-5.904606308E1,1.144914996E1,6.054212394E1
4.182547333E0,-1.351314692E1,-6.243373868E1,1.493798123E1,6.560274498E1
4.192589333E0,-1.445086022E1,-6.435291181E1,2.144077150E1,6.935294732E1
4.202630333E0,-1.162883490E1,-6.475478860E1,2.787912428E1,7.145388736E1
4.212671333E0,-6.896734144E0,-6.336555097E1,3.086867467E1,7.082113433E1
4.222713333E0,-1.580466138E0,-6.084152315E1,2.955096252E1,6.765684148E1
4.232754333E0,4.879381594E0,-5.723389868E1,2.462894011E1,6.249889770E1
4.242795333E0,1.372646271E1,-5.170207249E1,1.827193613E1,5.652772530E1
4.252837333E0,2.247222736E1,-4.403967060E1,1.337170862E1,5.121812355E1
4.262878333E0,2.940018856E1,-3.355733201E1,1.150027217E1,4.607300597E1
4.272920333E0,3.575828480E1,-2.074120126E1,1.173574890E1,4.297185315E1
4.282961333E0,4.229916967E1,-5.208956981E0,1.412982118E1,4.489994248E1
4.293002333E0,4.885801486E1,1.201160767E1,1.693136838E1,5.308536117E1
4.303044333E0,5.314364036E1,2.849510038E1,1.777408547E1,6.286601125E1
4.313085333E0,5.441244405E1,4.136294157E1,1.671058921E1,7.036228247E1
4.323126333E0,5.422710135E1,5.057249801E1,1.630458779E1,7.592098300E1
4.333168333E0,5.344525845E1,5.713878086E1,1.806894536E1,8.029771301E1
4.343212583E0,5.130710476E1,5.887273757E1,1.855338834E1,8.026609775E1
4.353253583E0,4.696190784E1,5.570913663E1,1.565031828E1,7.452423199E1
4.363295583E0,4.130903960E1,4.862367717E1,9.117938758E0,6.445025633E1
4.373336583E0,3.618962220E1,3.911530228E1,1.177797047E0,5.330180891E1
4.383377583E0,3.159370836E1,2.935051529E1,-4.992746826E0,4.341131968E1
4.393419583E0,2.767309881E1,2.057162967E1,-6.862075358E0,3.515793542E1
4.403460583E0,2.401723247E1,1.233775483E1,-5.960770919E0,2.765101155E1
4.413501583E0,2.077812994E1,4.704165099E0,-3.818240592E0,2.164344737E1
4.423543583E0,1.817839120E1,-1.984742628E0,-1.225060092E0,1.832740795E1
4.433584583E0,1.616172745E1,-7.636991646E0,1.531626685E0,1.794076241E1
4.443626583E0,1.455074587E1,-1.249903040E1,4.699807169E0,1.974938362E1
4.453667583E0,1.260571168E1,-1.664335910E1,9.182261639E0,2.280831642E1
4.463708583E0,1.170894292E1,-2.034104121E1,1.307908472E1,2.686856451E1
4.473750583E0,1.140075373E1,-2.394433172E1,1.513055460E1,3.053263647E1
4.483791583E0,1.129436247E1,-2.921031777E1,1.634187900E1,3.532509444E1
4.493832583E0,1.009028979E1,-3.705349686E1,1.560945209E1,4.145395725E1
4.503874583E0,5.964765737E0,-4.543120033E1,1.315725965E1,4.767269528E1
4.513915583E0,-1.564143636E0,-5.405328936E1,1.042808227E1,5.507222109E1
4.523956583E0,-1.220586387E1,-6.095175486E1,9.471194783E0,6.287927372E1
4.533998583E0,-2.213050906E1,-6.432546731E1,1.116187626E1,6.893556889E1
4.544039583E0,-2.757163324E1,-6.547203146E1,1.471527014E1,7.254874939E1
4.554081583E0,-2.742189073E1,-6.542323294E1,1.742799814E1,7.304720815E1
4.564122583E0,-2.240377751E1,-6.471942464E1,1.626580438E1,7.039253913E1
4.574163583E0,-1.337629635E1,-6.280623439E1,1.135163244E1,6.521048950E1
4.584205583E0,-1.797358955E0,-5.972828346E1,5.034754393E0,5.996705008E1
4.594246583E0,1.054969266E1,-5.528951237E1,-9.604338223E-1,5.629519186E1
4.604287583E0,2.352604531E1,-4.706507611E1,-4.447362989E0,5.280506826E1
4.614329583E0,3.815917961E1,-3.276582484E1,-6.167361819E0,5.067305613E1
4.624370583E0,4.932664814E1,-1.265794953E1,-3.245107039E0,5.102815520E1
4.634411583E0,5.523233128E1,6.864880852E0,4.378229604E0,5.582925668E1
4.644453583E0,5.849548925E1,2.142305444E1,1.361109480E1,6.376465656E1
4.654494583E0,5.913611956E1,3.326280308E1,2.501670406E1,7.231410780E1
4.664536583E0,5.716390517E1,4.175169253E1,3.693738753E1,7.984539111E1
4.674577583E0,5.369609465E1,4.745858437E1,4.545359751E1,8.486234345E1
4.684618583E0,4.907618617E1,4.974557074E1,4.803263125E1,8.479520931E1
4.694660583E0,4.438196192E1,4.788457975E1,4.304505454E1,7.820209871E1
4.704701583E0,4.043853888E1,4.192515837E1,3.197276698E1,6.644736382E1
4.714742583E0,3.680952529E1,3.504865969E1,2.094660927E1,5.497372225E1
4.724784583E0,3.192296741E1,2.684475885E1,1.400088306E1,4.399706413E1
4.734825583E0,2.842702476E1,1.828042277E1,1.003263975E1,3.525511954E1
4.744866583E0,2.595658784E1,1.024190809E1,7.669567069E0,2.893895977E1
4.754908583E0,2.405794312E1,2.665118210E0,7.362632686E0,2.530011546E1
4.764949583E0,2.199122136E1,-4.239868110E0,7.962890888E0,2.376968510E1
4.774990583E0,2.082160516E1,-9.804722888E0,9.474472148E0,2.488850045E1
4.785032583E0,2.114359495E1,-1.403241125E1,1.191313705E1,2.803360496E1
4.795073583E0,2.205601553E1,-1.823655813E1,1.396689437E1,3.184515680E1
4.805114583E0,2.252744144E1,-2.361582345E1,1.523757502E1,3.601911198E1
4.815156583E0,2.180690075E1,-3.061949206E1,1.564887401E1,4.071831864E1
4.825197583E0,1.923639809E1,-3.916559067E1,1.528849608E1,4.623549088E1
4.835239583E0,1.404403434E1,-4.812507807E1,1.603859912E1,5.263548900E1
4.845280583E0,4.477438143E0,-5.664907888E1,1.852876923E1,5.977023406E1
4.855321583E0,-7.974869494E0,-6.535579349E1,2.020132082E1,6.886996188E1
4.865363583E0,-2.090492564E1,-7.154196990E1,2.056487029E1,7.731871224E1
4.875404583E0,-3.012543976E1,-7.380815889E1,2.065700837E1,8.235228251E1
4.885445583E0,-3.187110962E1,-7.497291490E1,2.034896536E1,8.396895848E1
4.895487583E0,-2.700830547E1,-7.537252765E1,1.884592571E1,8.225348263E1
4.905528583E0,-1.712267758E1,-7.470402718E1,1.454156808E1,7.800855701E1
4.915570583E0,-3.825463657E0,-7.278404480E1,8.214842148E0,7.334599499E1
4.925611583E0,1.060932724E1,-6.896970956E1,1.839404090E0,6.980517222E1
4.935652583E0,2.657017828E1,-6.116739550E1,-1.559950597E0,6.670725666E1
4.945694583E0,4.471791019E1,-4.623958491E1,-2.181805490E0,6.436265206E1
4.955735583E0,5.973636665E1,-2.182601647E1,-2.859162154E0,6.366304504E1
4.965776583E0,6.579732376E1,5.909840502E0,-1.850987570E0,6.608812438E1
4.975818583E0,6.582045067E1,2.286642091E1,3.347230414E0,6.975965082E1
4.985859583E0,6.616927217E1,3.404720472E1,1.913272228E1,7.683518589E1
4.995900583E0,6.394125379E1,4.540755887E1,3.835054962E1,8.729888313E1
5.005942583E0,6.493251121E1,5.258006232E1,5.023073995E1,9.748856960E1
5.015983583E0,6.726860016E1,5.902978443E1,5.367750518E1,1.043592573E2
5.026024583E0,6.652185927E1,5.935827165E1,4.673073232E1,1.006594433E2
5.036066583E0,5.989147223E1,5.215583513E1,3.658383446E1,8.743910183E1
5.046107583E0,4.903048901E1,3.959365831E1,2.767420744E1,6.882956043E1
5.056148583E0,4.223513097E1,2.685297770E1,2.046351465E1,5.407073266E1
5.066190583E0,4.034900631E1,1.562505597E1,1.484031986E1,4.574297517E1
5.076231583E0,3.919707676E1,3.347336833E0,1.076978770E1,4.078729971E1
5.086272583E0,3.625023444E1,-9.236072980E0,7.671625289E0,3.818688748E1
5.096314583E0,3.192591441E1,-1.964677089E1,5.833045510E0,3.793789711E1
5.106355583E0,2.812570604E1,-2.713003982E1,5.330809447E0,3.943997884E1
5.116397583E0,2.556607570E1,-3.187739187E1,5.960007273E0,4.129544800E1
5.126438583E0,2.370228039E1,-3.511746738E1,7.507327884E0,4.302783498E1
5.136479583E0,2.206428583E1,-3.839233149E1,8.846969429E0,4.515609255E1
5.146521583E0,1.998402660E1,-4.244272583E1,8.942470833E0,4.775682234E1
5.156562583E0,1.597915048E1,-4.588831226E1,1.032994260E1,4.967673668E1
5.166603583E0,1.036081941E1,-4.897469254E1,1.301374559E1,5.172257401E1
5.176645583E0,4.056402363E0,-5.356672617E1,1.581303576E1,5.599911296E1
5.186686583E0,-2.994048648E0,-5.936284651E1,1.884821665E1,6.235516935E1
5.196728583E0,-1.096056598E1,-6.386159600E1,2.132930018E1,6.821566167E1
5.206769583E0,-1.775585853E1,-6.597034989E1,2.314338948E1,7.213164391E1
5.216810583E0,-2.097203764E1,-6.645942036E1,2.417895710E1,7.376518748E1
5.226852583E0,-1.891148352E1,-6.620473436E1,2.252224210E1,7.244282193E1
5.236893583E0,-1.155222234E1,-6.593433104E1,1.771436552E1,6.924296785E1
5.246934583E0,-5.881462795E-1,-6.547224664E1,1.049051182E1,6.630996783E1
5.256976583E0,1.224851463E1,-6.457015692E1,2.743811792E0,6.577887030E1
5.267017583E0,2.628196668E1,-6.240848339E1,-4.145583512E0,6.784354379E1
5.277058583E0,3.720387321E1,-5.605777102E1,-6.603135506E0,6.760327856E1
5.287100583E0,4.275645936E1,-4.459126418E1,-4.417370281E0,6.193552146E1
5.297141583E0,4.559575969E1,-3.066921912E1,-8.501067301E-1,5.495722869E1
5.307183583E0,5.071534783E1,-1.571996797E1,6.014503323E0,5.343536421E1
5.317224583E0,5.999990767E1,-1.994613898E-1,1.808839904E1,6.266752656E1
5.327265583E0,7.002471099E1,1.822499000E1,3.054087508E1,7.853887865E1
5.337307583E0,7.554989007E1,3.481723625E1,3.585528075E1,9.058491589E1
5.347344875E0,7.460515310E1,4.740825621E1,3.415934263E1,9.476461531E1
5.357385875E0,6.881344857E1,5.372059214E1,3.189405644E1,9.294312003E1
5.367427875E0,6.037197770E1,5.474190893E1,3.493228606E1,8.866632334E1
5.377468875E0,4.814077668E1,5.159135429E1,3.545228597E1,7.896877102E1
5.387509875E0,3.741579034E1,4.403445020E1,2.912248323E1,6.470775225E1
5.397551875E0,3.090644066E1,3.586148113E1,1.894700653E1,5.099257750E1
5.407592875E0,2.811820757E1,2.822664068E1,9.841804175E0,4.103946821E1
5.417633875E0,2.756804773E1,2.092460503E1,4.459906436E0,3.489594700E1
5.427675875E0,2.781594629E1,1.340921851E1,2.154781998E0,3.095443578E1
5.437716875E0,2.801056969E1,5.835398430E0,2.976774219E0,2.876638792E1
5.447757875E0,2.676690668E1,-2.261642203E0,4.103299956E0,2.717387328E1
5.457799875E0,2.517783461E1,-1.022596858E1,4.373874013E0,2.752498071E1
5.467840875E0,2.290756660E1,-1.685875766E1,4.721069984E0,2.883162879E1
5.477881875E0,2.016206028E1,-2.201903540E1,5.154762647E0,3.029716443E1
5.487923875E0,1.843976291E1,-2.594858885E1,5.823802232E0,3.236156350E1
5.497964875E0,1.778292413E1,-2.964553305E1,6.631310899E0,3.520034523E1
5.508006875E0,1.666335774E1,-3.374875582E1,7.149491150E0,3.831137213E1
5.518047875E0,1.457160990E1,-3.840896564E1,7.775796944E0,4.180960984E1
5.528088875E0,1.121458891E1,-4.346867362E1,7.844170775E0,4.557218017E1
5.538130875E0,6.167343693E0,-4.771802299E1,9.371005667E0,4.901899217E1
5.548171875E0,1.025082977E0,-5.434924735E1,1.326367664E1,5.595370050E1
5.558212875E0,-8.396183601E0,-6.364631088E1,1.795069945E1,6.666015600E1
5.568254875E0,-2.161399409E1,-7.099856242E1,2.094220983E1,7.711379097E1
5.578295875E0,-3.189294780E1,-7.360660303E1,2.171360726E1,8.310579324E1
5.588337875E0,-3.423365138E1,-7.437944590E1,2.091036355E1,8.450732609E1
5.598378875E0,-2.673507678E1,-7.542129343E1,1.849024894E1,8.212810200E1
5.608419875E0,-1.082734536E1,-7.566701214E1,1.342147194E1,7.760711335E1
5.618461875E0,9.040406433E0,-7.536363052E1,6.009912089E0,7.614147882E1
5.628502875E0,3.052370298E1,-7.238192008E1,-1.403727028E0,7.856722757E1
5.638543875E0,4.781678480E1,-6.163399863E1,-6.641164627E0,7.828984457E1
5.648585875E0,5.843280242E1,-4.166593493E1,-6.679680237E0,7.207676922E1
5.658626875E0,6.176985050E1,-1.721767145E1,-3.457083224E0,6.421770834E1
5.668667875E0,6.703604938E1,3.637211380E0,4.110391459E0,6.726036382E1
5.678709875E0,7.866139466E1,2.313154302E1,1.414268857E1,8.320275796E1
5.688750875E0,8.414879605E1,4.288821818E1,2.269290361E1,9.713592029E1
5.698791875E0,8.159646303E1,5.581592082E1,3.445556023E1,1.046928146E2
5.708833875E0,7.176778001E1,6.102619693E1,4.605795636E1,1.048625114E2
5.718874875E0,6.054161244E1,6.082291965E1,5.317266593E1,1.009556675E2
5.728915875E0,4.881458642E1,5.671704692E1,4.948039717E1,8.971062904E1
5.738957875E0,4.106259115E1,4.786042374E1,3.602827647E1,7.262777195E1
5.748998875E0,3.495424820E1,3.727855619E1,2.058970692E1,5.509470256E1
5.759040875E0,3.085566110E1,2.710732456E1,9.381765128E0,4.212951915E1
5.769081875E0,2.886455787E1,1.657151202E1,3.237217975E0,3.344035425E1
5.779122875E0,2.782975039E1,5.740330305E0,-2.404854548E-1,2.841661894E1
5.789164875E0,2.671360112E1,-3.728271239E0,-1.333247030E0,2.700544462E1
5.799205875E0,2.502920541E1,-1.152231734E1,-6.052371061E-1,2.756068272E1
5.809246875E0,2.324050472E1,-1.769270627E1,1.158184901E0,2.923173458E1
5.819288875E0,2.150490142E1,-2.263838418E1,2.745500468E0,3.134477622E1
5.829329875E0,1.992122516E1,-2.729012255E1,3.816672661E0,3.400254389E1
5.839370875E0,1.743801442E1,-3.140291137E1,4.359941560E0,3.618337021E1
5.849412875E0,1.454365787E1,-3.435186805E1,4.566911652E0,3.758224986E1
5.859453875E0,1.189195727E1,-3.781146207E1,6.517013036E0,4.016960007E1
5.869494875E0,9.637444573E0,-4.302802744E1,8.788223623E0,4.496136517E1
5.879536875E0,6.213956527E0,-4.961061700E1,1.008162422E1,5.100456570E1
5.889577875E0,4.523961514E-1,-5.807903652E1,1.324875571E1,5.957271753E1
5.899619875E0,-9.569906309E0,-6.605100872E1,1.774581185E1,6.905963146E1
5.909660875E0,-2.028484947E1,-7.106990780E1,2.154385323E1,7.698405371E1
5.919701875E0,-2.741786551E1,-7.329647607E1,2.352794214E1,8.171705339E1
5.929743875E0,-2.753396782E1,-7.344056550E1,2.334048976E1,8.183162290E1
5.939784875E0,-1.873303586E1,-7.302615227E1,1.906748841E1,7.776448201E1
5.949825875E0,-2.639164174E0,-7.163826184E1,1.117265852E1,7.255228491E1
5.959867875E0,1.682249907E1,-6.883737538E1,2.704488097E0,7.091470214E1
5.969908875E0,3.466113898E1,-6.132896108E1,-5.327642010E0,7.064714992E1
5.979949875E0,4.662703546E1,-4.582366545E1,-9.268028598E0,6.602866881E1
5.989991875E0,5.465936963E1,-2.389519874E1,-9.787702228E0,6.045185131E1
6.000032875E0,5.925408830E1,-1.158909956E0,-7.148839771E0,5.969502461E1
6.010074875E0,6.079953547E1,1.274817792E1,-1.455039854E0,6.213868919E1
6.020115875E0,5.906081677E1,1.793527216E1,6.576095057E0,6.207333640E1
6.030156875E0,5.794020491E1,1.897619817E1,2.560480298E1,6.612691871E1
6.040198875E0,4.854311657E1,2.033246686E1,5.370194186E1,7.519136875E1
6.050239875E0,3.631079756E1,2.140132384E1,6.846173621E1,8.039589546E1
6.060280875E0,2.569702292E1,2.280890536E1,6.384011567E1,7.249926565E1
6.070322875E0,2.122328782E1,2.017770977E1,4.662177296E1,5.505595001E1
6.080363875E0,1.677827775E1,1.640481726E1,2.900263402E1,3.730658674E1
6.090404875E0,1.127164487E1,1.210903398E1,1.554380890E1,2.269997086E1
6.100446875E0,7.903993054E0,8.005150470E0,5.121339962E0,1.236056889E1
6.110487875E0,5.373584753E0,4.898855746E0,-1.035886878E0,7.344880008E0
6.120528875E0,3.608198958E0,2.133712726E0,-3.947074049E0,5.757709897E0
6.130570875E0,1.911208629E0,-3.407728046E-1,-5.032749968E0,5.394202143E0
6.140611875E0,2.961474395E-1,-2.513280637E0,-4.974865456E0,5.581538245E0
6.150652875E0,-7.893860999E-1,-3.989968638E0,-4.891635604E0,6.361688379E0
6.160694875E0,-1.195129072E0,-4.628910849E0,-5.704171708E0,7.442628838E0
6.170735875E0,-1.156037512E0,-4.584822843E0,-6.303295550E0,7.879629307E0
6.180776875E0,-1.058481981E0,-4.253217303E0,-5.905307740E0,7.354107766E0
6.190818875E0,-5.255708393E-1,-3.999876745E0,-5.317132809E0,6.674364389E0
6.200859875E0,1.026352993E-1,-3.314126987E0,-4.897588654E0,5.914418511E0
6.210901875E0,2.176324895E-1,-2.747791407E0,-5.105885187E0,5.802394769E0
6.220942875E0,-3.793176502E-1,-2.528938896E0,-5.420826747E0,5.993728092E0
6.230983875E0,-9.600784577E-1,-2.295471854E0,-5.914518274E0,6.416577600E0
6.241025875E0,-6.664285102E-1,-1.591135553E0,-6.523256693E0,6.747497105E0
6.251066875E0,5.395516782E-1,-2.948031646E-1,-6.899282945E0,6.926624725E0
6.261107875E0,5.620976939E0,1.954758106E0,-3.312943511E0,6.811171390E0
6.271149875E0,9.780323042E0,5.196386052E0,2.129944780E0,1.127802339E1
6.281190875E0,2.510483329E0,4.433074148E0,-3.650159454E0,6.267243173E0
6.291231875E0,3.479143015E-1,1.503447783E-1,-1.096735343E0,1.160377665E0
6.301273875E0,7.138025053E-1,7.147501928E-1,-2.211800537E0,2.431551659E0
6.311314875E0,1.994510402E0,1.948021529E0,-1.740876313E0,3.286869325E0
6.321355875E0,1.660179329E0,7.938811469E-1,5.536716807E-1,1.921716683E0
6.331397875E0,5.140817915E-1,-1.564194506E-1,1.198500284E0,1.313449681E0
6.341438875E0,-6.389281780E-1,-1.208301972E0,6.982189447E-1,1.534839590E0
6.351479750E0,-9.176278183E-1,-1.416928872E0,-5.234240341E-1,1.767399491E0
6.361521750E0,-1.143444802E0,-1.125547498E0,-8.477310795E-1,1.814654559E0
6.371562750E0,-1.404193344E0,-1.295071144E0,-2.047057575E-1,1.921164402E0
6.381604750E0,-1.790560251E0,-1.201225671E0,3.353524357E-1,2.182088537E0
6.391645750E0,-1.804893823E0,-9.979390329E-1,1.418587142E-1,2.067280320E0
6.401686750E0,-1.350698337E0,-6.278903890E-1,-2.519337183E-1,1.510663079E0
6.411728750E0,-5.326284286E-1,-1.682559693E-1,-5.028967988E-1,7.516038215E-1
6.421769750E0,2.624389721E-1,3.151865584E-1,-5.160214591E-1,6.591622918E-1
6.431810750E0,8.116941047E-1,4.964695394E-1,-5.170423830E-1,1.082895262E0
6.441852750E0,8.726460654E-1,6.679449856E-1,3.518795907E-2,1.099499819E0
6.451893750E0,6.565806296E-1,4.600905025E-1,5.005614209E-1,9.451683077E-1
6.461934750E0,5.058908656E-1,1.382574141E-2,7.536885560E-1,9.078343232E-1
6.471976750E0,2.331463221E-1,-1.269120616E-1,7.403721070E-1,7.865206518E-1
6.482017750E0,8.640489042E-2,-3.225101960E-1,4.869356543E-1,5.904108426E-1
6.492058750E0,-1.247053224E-1,-3.778997004E-1,2.184326810E-1,4.539520207E-1
6.502100750E0,-2.702378422E-1,-4.247411603E-1,-4.988084257E-2,5.058869864E-1
6.512141750E0,-1.616130938E-1,-3.301875901E-1,-2.218392688E-1,4.293661583E-1
6.522182750E0,4.035324320E-2,-1.002510971E-1,-1.402828896E-1,1.770817772E-1
6.532224750E0,2.486436363E-1,1.601546520E-1,-4.607605934E-2,2.993261994E-1
6.542265750E0,2.830751118E-1,3.554580867E-1,-3.400623679E-2,4.556735613E-1
6.552306750E0,1.559806171E-1,3.986198938E-1,-8.114882827E-2,4.356752288E-1
6.562348750E0,2.737037793E-2,2.777392352E-1,1.891340375E-2,2.797247525E-1
6.572389750E0,-2.207106100E-1,1.723156911E-1,2.829286391E-1,3.980634190E-1
6.582431750E0,-4.722744919E-1,1.361845762E-1,5.048333967E-1,7.045893789E-1
6.592472750E0,-4.865636252E-1,1.494355363E-1,6.572480893E-1,8.312942871E-1
6.602513750E0,-3.755070198E-1,1.163484818E-1,5.118325138E-1,6.453797435E-1
6.612555750E0,-2.517065540E-1,8.771291256E-2,5.892356157E-1,6.467212345E-1
6.622596750E0,-2.650876147E-1,1.190767926E-1,6.637958014E-1,7.246209988E-1
6.632637750E0,-2.754506350E-1,-5.225130379E-2,6.068287182E-1,6.684641683E-1
6.642679750E0,-2.622657484E-1,-2.127813470E-1,4.774929857E-1,5.848579108E-1
6.652720750E0,-2.956270373E-1,-3.256881577E-1,2.827502990E-1,5.228918175E-1
6.662761750E0,-1.286763127E-1,-4.558828461E-1,-9.818352163E-1,1.090131714E0
6.672803750E0,3.640382910E-1,-3.034985590E-1,-1.708326618E0,1.772855066E0
6.682844750E0,-2.465351303E-1,-6.824548513E-1,7.615735263E-1,1.051911798E0
6.692885750E0,-1.482532293E-2,-5.722477001E-1,-1.335679471E-1,5.878159720E-1
6.702927750E0,2.649814877E-1,-5.330023581E-1,8.410751939E-1,1.030395159E0
