"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.257833316E-3,-4.420457611E0,6.433920593E0,7.144642639E0,1.058214053E1
1.229883335E-2,-4.855453033E0,6.358178101E0,7.254514160E0,1.079952909E1
2.233983332E-2,-5.089416504E0,6.255341949E0,7.391329651E0,1.093906839E1
3.238083335E-2,-5.009333038E0,6.210585022E0,8.102650452E0,1.137179529E1
4.242183332E-2,-4.449946289E0,6.289470978E0,8.973389740E0,1.182713789E1
5.246183334E-2,-3.318748627E0,6.116730194E0,8.874445496E0,1.127760008E1
6.250283332E-2,-3.210823059E0,6.211333466E0,7.940088501E0,1.057993637E1
7.254383335E-2,-2.371817780E0,6.662644958E0,8.304580536E0,1.090790609E1
8.258483332E-2,-1.694027252E0,6.663992157E0,8.843609619E0,1.120214046E1
9.262583335E-2,-1.045126648E0,6.765930176E0,8.469836884E0,1.089074092E1
1.026668333E-1,-4.052073669E-1,6.621630249E0,7.496860199E0,1.001064898E1
1.127078333E-1,1.633103943E-1,6.360872498E0,6.378086700E0,9.009292934E0
1.227488333E-1,1.279838562E-1,6.514602814E0,6.120771790E0,8.939814147E0
1.327888333E-1,2.583627319E-1,6.456972656E0,5.712420959E0,8.625021762E0
1.428298333E-1,5.146298218E-1,6.417305145E0,5.404660950E0,8.405772372E0
1.528708333E-1,5.421725464E-1,6.585106201E0,5.884113922E0,8.847619533E0
1.629118333E-1,1.237027588E0,6.449488220E0,5.464386749E0,8.543164408E0
1.729528333E-1,1.530118103E0,6.250252533E0,5.175038452E0,8.257598992E0
1.829938333E-1,-4.790039063E-2,5.800138550E0,6.640940094E0,8.817368484E0
1.930348333E-1,-2.368674316E0,4.420307922E0,1.121767273E1,1.228763287E1
2.030758333E-1,-8.963360596E-1,5.887407074E0,5.820047150E0,8.326939967E0
2.131158334E-1,-8.011340332E-1,6.777306519E0,7.123835907E0,9.865228706E0
2.231568333E-1,1.012195129E0,7.967930603E0,5.835315399E0,9.927908283E0
2.331978333E-1,2.852168884E0,8.702752533E0,5.243446198E0,1.055303260E1
2.432388333E-1,4.699776764E0,8.598269806E0,4.768034821E0,1.089735295E1
2.532798333E-1,5.997128906E0,7.915240173E0,3.232677612E0,1.044350452E1
2.633208333E-1,5.893095245E0,7.702233124E0,1.444945221E0,9.805143209E0
2.733618333E-1,5.252876587E0,8.223449249E0,1.175804901E0,9.828547561E0
2.834028333E-1,4.020938416E0,8.931476898E0,4.133803711E0,1.063144197E1
2.934428333E-1,3.471580811E0,9.538913727E0,6.106551361E0,1.184621112E1
3.034838333E-1,6.173312531E0,8.957373047E0,4.137994995E0,1.163904301E1
3.135248333E-1,7.473508759E0,8.242160339E0,3.414250031E0,1.163802576E1
3.235658333E-1,6.609655151E0,8.512049103E0,1.548978882E0,1.088769290E1
3.336068333E-1,5.329517212E0,1.081575851E1,3.462300110E-1,1.206251471E1
3.436478333E-1,1.660946045E0,1.206730591E1,2.980003052E0,1.254029632E1
3.536888333E-1,4.337979126E0,1.038779846E1,6.787185974E0,1.314497293E1
3.637298333E-1,4.363575897E0,8.334518280E0,9.203461304E0,1.316087723E1
3.737708333E-1,3.144361267E0,4.720134430E0,1.286634430E1,1.406092075E1
3.838108333E-1,3.178490295E0,4.034410400E0,1.805949509E1,1.877563929E1
3.938518333E-1,5.190606079E0,4.862937469E0,2.137480087E1,2.252715394E1
4.038928333E-1,6.786736908E0,5.372627563E0,2.264655624E1,2.424441038E1
4.139338333E-1,7.894283752E0,6.090834045E0,1.898187698E1,2.144130661E1
4.239748333E-1,8.231083374E0,6.953939209E0,1.534608765E1,1.875127756E1
4.340158333E-1,6.171965332E0,7.066205750E0,1.210293182E1,1.531356844E1
4.440568333E-1,1.264869690E0,4.034859467E0,7.439679108E0,8.557383448E0
4.540978333E-1,-5.592819672E0,1.032852173E-2,-3.028202820E-1,5.601021218E0
4.641378333E-1,-1.569605988E1,4.731361084E0,-1.845542175E1,2.468511020E1
4.741788333E-1,-1.740296036E1,1.010144394E1,-3.425117432E1,3.972461631E1
4.842198333E-1,-4.195774841E0,2.866539001E0,-2.854848312E1,2.899719747E1
4.942608333E-1,-6.925498352E0,-3.069666595E0,-1.407657761E1,1.598547521E1
5.043018333E-1,-7.863747253E0,-2.474204865E0,-4.389771423E0,9.339716469E0
5.143428333E-1,-3.791465607E0,-2.383194122E0,1.950294342E0,4.884513660E0
5.243838333E-1,3.772155762E-1,-1.602268066E0,9.574689331E0,9.715154674E0
5.344248333E-1,6.689588928E0,1.522184601E0,2.457993576E1,2.551942178E1
5.444648333E-1,1.278027328E1,2.324965210E0,3.581003265E1,3.809329714E1
5.545058333E-1,8.450826416E0,1.202898560E0,4.098566986E1,4.186512350E1
5.645468333E-1,2.013912048E0,-2.132166138E0,3.841566422E1,3.852746074E1
5.745878333E-1,-1.440753937E0,-5.949527893E0,3.212275040E1,3.270082181E1
5.846288333E-1,-3.628753967E0,-7.987090759E0,2.524275742E1,2.672373993E1
5.946698333E-1,-7.142097931E0,-9.184151459E0,1.638358017E1,2.009427531E1
6.047108333E-1,-1.626697266E1,-6.930288391E0,-2.496358795E0,1.785707434E1
6.147518333E-1,-2.136581955E1,9.698332214E-1,-2.873963562E1,3.582464902E1
6.247928333E-1,-9.067394257E0,1.576671295E0,-3.453004440E1,3.573552151E1
6.348328333E-1,-1.833118011E1,-2.007924500E0,-2.204450821E1,2.874063791E1
