"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.798171666E-1,9.868337086E-1,-3.271141182E0,3.015588329E0,4.557189745E0
6.898591667E-1,-3.982615764E0,-6.805825728E-1,4.544116867E-1,4.065822296E0
6.999001667E-1,-6.291174856E0,1.570816478E0,-4.826036276E0,8.083128826E0
7.099411667E-1,-4.135066710E0,2.075305474E0,-7.433339556E0,8.755581446E0
7.199821667E-1,-1.567862757E0,1.853518830E0,-6.427511460E0,6.870708060E0
7.300231667E-1,2.257275795E0,1.385615278E0,-5.172484973E0,5.811180991E0
7.400651667E-1,4.819659303E0,1.707720262E-1,-2.873288442E0,5.613738982E0
7.501061666E-1,3.697062895E0,-1.286509650E0,-6.518856809E-1,3.968417325E0
7.601471667E-1,2.305432001E0,-1.331482340E0,1.471381068E0,3.041845522E0
7.701881666E-1,3.887550563E-1,1.927183807E-1,3.389285343E0,3.416946884E0
7.802291667E-1,-1.810062908E0,2.219606570E0,4.681525850E0,5.488138604E0
7.902711667E-1,-3.446113263E0,3.869356951E0,5.403254110E0,7.486172240E0
8.003121667E-1,-3.705638129E0,5.212610321E0,5.270404201E0,8.287353060E0
8.103531667E-1,-3.025713368E0,5.951798367E0,3.574100043E0,7.573178745E0
8.203941667E-1,-2.431907568E0,5.826952127E0,1.519298561E0,6.494290849E0
8.304351667E-1,-3.516377207E0,4.555640559E0,1.287751160E0,5.897208884E0
8.404771666E-1,-6.233834721E0,1.596122643E0,1.958707170E0,6.726428220E0
8.505181667E-1,-9.884318111E0,4.050518310E-1,3.562917827E0,1.051466571E1
8.605591666E-1,-9.020221844E0,1.909261506E0,6.831107919E0,1.147491686E1
8.706001667E-1,-6.656374989E0,1.655135082E0,8.819629603E0,1.117285400E1
8.806411666E-1,-5.744868913E0,-1.279768980E0,6.051826100E0,8.441914867E0
8.906831667E-1,-2.554751430E0,-3.654156611E0,1.205232183E0,4.618679467E0
9.007241667E-1,9.461636340E0,-3.687807629E0,-5.417772746E0,1.150976754E1
9.107651667E-1,2.091777080E1,-5.674866632E0,-9.356135613E0,2.360708623E1
9.208061667E-1,2.540051062E1,-1.289189897E1,-9.871969961E0,3.014701958E1
9.308471667E-1,2.892084317E1,-2.016000440E1,-9.625066602E0,3.654425884E1
9.408891667E-1,2.407450244E1,-2.432594908E1,-1.185815451E1,3.622084062E1
9.509301666E-1,1.675544437E1,-2.693875167E1,-1.238494537E1,3.405624950E1
9.609711667E-1,5.685157732E0,-2.974508540E1,-1.278990833E1,3.287358938E1
9.710121666E-1,-8.429101086E0,-2.843943489E1,-9.436285737E0,3.112707327E1
9.810541667E-1,-2.056725127E1,-1.838988967E1,-9.475884250E0,2.917177145E1
9.910951667E-1,-2.521554447E1,-5.173684237E0,-1.997642288E1,3.258294282E1
1.001136167E0,-3.006746813E1,1.446474853E0,-1.463607896E1,3.347177522E1
1.011177167E0,-3.398582299E1,3.671219371E0,-3.292063689E0,3.434169040E1
1.021218167E0,-3.304232563E1,1.898461699E0,2.029107208E0,3.315896132E1
1.031260167E0,-2.292992635E1,-2.836704168E0,1.504457714E1,2.757113915E1
1.041301167E0,-1.177267758E1,-9.663986254E0,2.667768519E1,3.071949633E1
1.051342167E0,-1.111978800E1,-1.414047949E1,1.470864408E1,2.323676087E1
1.061383167E0,-7.697075880E0,-1.208730572E1,5.372317661E0,1.530391237E1
1.071424167E0,-6.189050311E0,-1.044664250E1,-4.695781946E0,1.301871927E1
1.081466167E0,-2.184819438E0,-9.056081064E0,-1.038362823E1,1.395011740E1
1.091507167E0,1.035043008E1,-6.853981057E0,-1.352797312E1,1.836067853E1
1.101548167E0,2.673889618E1,-3.349395638E0,-1.442590196E1,3.056621775E1
1.111589167E0,3.492163244E1,-6.969608577E0,-1.181842970E1,3.752027633E1
1.121630167E0,3.622920083E1,-1.329773433E1,-1.611714477E1,4.182280582E1
1.131672167E0,2.381896274E1,-1.245303269E1,-1.095976725E1,2.902649665E1
1.141713167E0,1.662161681E1,-1.243914205E1,-1.072699544E1,2.336832967E1
1.151754167E0,1.156488741E1,-1.190342600E1,-1.084425550E1,1.982513679E1
1.161795167E0,1.603062118E0,-1.084733114E1,-1.082185950E1,1.540607166E1
1.171836167E0,-6.304581937E0,-9.231005782E0,-1.080737945E1,1.554859067E1
1.181878167E0,-1.268931634E1,-7.373493889E0,-1.130666735E1,1.852641055E1
1.191919167E0,-2.200508160E1,-5.560482815E0,-9.339452337E0,2.454318552E1
1.201960167E0,-2.703449398E1,-4.898030704E0,-5.804564600E-1,2.748074779E1
1.212001167E0,-2.505953374E1,-5.345550277E0,7.557674750E0,2.671466988E1
1.222042167E0,-1.889543643E1,-6.645599155E0,1.278772381E1,2.376399348E1
1.232084167E0,-1.060012490E1,-1.076675417E1,1.421002627E1,2.074151609E1
1.242125167E0,-6.331114263E0,-1.466837664E1,8.259824778E0,1.798524358E1
1.252166167E0,-4.409399064E0,-1.628508031E1,2.252297768E-1,1.687297749E1
1.262207167E0,-1.885351803E0,-1.527618886E1,-9.063112341E0,1.786215281E1
1.272248167E0,7.378768077E0,-9.826789695E0,-1.862791695E1,2.231616688E1
1.282290167E0,2.641788404E1,-1.041999557E0,-2.270981376E1,3.485291955E1
1.292331167E0,3.960834184E1,-2.328846592E-1,-2.022271228E1,4.447283520E1
1.302372167E0,4.140786222E1,-1.162540142E1,-1.332524314E1,4.502580501E1
1.312413167E0,2.899662075E1,-1.714169273E1,-8.678803507E0,3.478452637E1
1.322455167E0,1.619152369E1,-1.487103295E1,-1.023466456E1,2.424997772E1
1.332496167E0,1.155396715E1,-1.645323922E1,-1.122952270E1,2.302836116E1
1.342537167E0,4.858960193E0,-1.555984314E1,-1.017270863E1,1.921463540E1
1.352578167E0,-2.067114109E0,-1.293698100E1,-1.170818162E1,1.757042842E1
1.362619167E0,-1.173068638E1,-7.357421647E0,-1.335412838E1,1.923729194E1
1.372661167E0,-1.790709443E1,-4.355479842E0,-1.309468509E1,2.260763174E1
1.382702167E0,-2.123869640E1,-7.796384990E0,-4.616520891E0,2.309064982E1
1.392743167E0,-1.973452123E1,-1.056662503E1,6.338758328E0,2.326552707E1
1.402784167E0,-1.402630675E1,-1.183814066E1,1.198844919E1,2.192263144E1
1.412825167E0,-9.180175352E0,-1.342738581E1,1.172660736E1,2.005202308E1
1.422867167E0,-8.273262264E0,-1.589115573E1,5.752909420E0,1.881679212E1
1.432908167E0,-7.845444299E0,-1.853389840E1,-1.831947867E0,2.020921620E1
1.442949167E0,-4.210874691E0,-1.964971087E1,-1.103646050E1,2.292697240E1
1.452990167E0,8.943474215E0,-1.626034659E1,-1.921857344E1,2.671587856E1
1.463031167E0,2.913574004E1,-7.325681207E0,-2.422800822E1,3.859473196E1
1.473073167E0,4.084767557E1,-8.943164313E0,-1.855096760E1,4.574550455E1
1.483114167E0,4.301118279E1,-2.182188834E1,-4.483164321E0,4.843816076E1
1.493155167E0,2.859662442E1,-2.429023663E1,3.045221141E-1,3.752166384E1
1.503196167E0,1.545837875E1,-2.243447072E1,-5.349971942E0,2.776489059E1
1.513237167E0,1.049949899E1,-2.171910832E1,-8.466246693E0,2.556631531E1
1.523279167E0,5.754029746E0,-2.027928994E1,-1.095792070E1,2.375782997E1
1.533320167E0,-3.007614774E-1,-1.669408018E1,-1.225421333E1,2.071107228E1
1.543361167E0,-1.118671757E1,-1.185737917E1,-1.500742978E1,2.215768579E1
1.553402167E0,-2.304413884E1,-9.714674597E0,-1.121162671E1,2.740634618E1
1.563443167E0,-2.622836643E1,-1.114526549E1,1.270277341E0,2.852643954E1
1.573485167E0,-2.148387483E1,-1.483259218E1,1.523622080E1,3.022755520E1
1.583522667E0,-1.528169811E1,-1.763354180E1,2.155801987E1,3.176822806E1
1.593563667E0,-1.321397296E1,-2.163086682E1,1.832720050E1,3.127922248E1
1.603604667E0,-1.355438149E1,-2.486943375E1,1.053598796E1,3.021948104E1
1.613645667E0,-9.010734152E0,-2.374484344E1,-2.556533076E0,2.552541442E1
1.623687667E0,-1.616106087E0,-1.767541020E1,-1.932244689E1,2.623716598E1
1.633728667E0,1.740791646E1,-8.671231948E0,-2.172381650E1,2.915733222E1
1.643769667E0,3.753153246E1,-3.937564137E0,-1.764731316E1,4.165990881E1
1.653810667E0,5.200994944E1,-9.752932929E0,-8.193153656E0,5.354701027E1
1.663852667E0,4.767612885E1,-1.911748912E1,9.699060193E-1,5.137540628E1
1.673893667E0,2.938441277E1,-1.884727642E1,1.948758863E0,3.496371266E1
1.683934667E0,1.947462769E1,-1.984225734E1,-7.961194611E-1,2.781384739E1
1.693975667E0,1.784079051E1,-2.201748238E1,-4.979444996E-1,2.834274660E1
1.704016667E0,1.270672467E1,-1.688990461E1,-4.266846870E0,2.156236795E1
1.714058667E0,2.714454092E0,-7.478473629E0,-1.409383625E1,1.618431491E1
1.724099667E0,-5.379733685E0,-3.239107795E0,-1.449399162E1,1.579585854E1
1.734140667E0,-1.185632200E1,-7.355071651E0,-3.029484529E0,1.427750772E1
1.744181667E0,-1.663356033E1,-1.118263855E1,8.109560691E0,2.162155658E1
1.754222667E0,-1.469686194E1,-1.319717274E1,1.591322546E1,2.536520972E1
1.764264667E0,-1.498835616E1,-1.554737103E1,1.303648424E1,2.522541353E1
1.774305667E0,-1.551660766E1,-1.698350450E1,5.659841627E0,2.369046951E1
1.784346667E0,-1.312679215E1,-1.619712767E1,-6.921046282E0,2.196725969E1
1.794387667E0,-8.070546899E0,-1.261575836E1,-2.597227943E1,2.998083363E1
1.804428667E0,2.241132802E0,-1.058895087E1,-2.890608246E1,3.086600330E1
1.814470667E0,1.494785601E1,-9.688719977E0,-2.260659403E1,2.878137919E1
1.824511667E0,2.708160851E1,-6.753777323E0,-2.017448444E1,3.443888572E1
1.834552667E0,3.844693746E1,-7.209602281E0,-1.227804658E1,4.099872916E1
1.844593667E0,3.656423693E1,-1.166449122E1,-2.059190401E0,3.843493259E1
1.854634667E0,2.190983982E1,-1.177572397E1,5.668285006E-1,2.488031452E1
1.864676667E0,9.959850104E0,-8.508599246E0,-1.731054161E0,1.321330480E1
1.874717667E0,4.165163206E0,-5.794817584E0,-2.569721471E0,7.584982781E0
1.884758667E0,-3.221728116E-1,-2.690823739E0,-3.652894782E0,4.548402797E0
1.894799667E0,-4.927811742E0,1.065978404E0,-6.341409456E0,8.101426566E0
1.904840667E0,-9.136473262E0,3.326777439E0,-7.902103819E0,1.252939889E1
1.914882667E0,-7.808712090E0,7.443084526E-1,-1.998104539E0,8.094590869E0
1.924923667E0,-7.989324980E0,-3.232414488E0,2.372146393E0,8.938953830E0
1.934964667E0,-1.554693249E1,-7.402225353E0,1.585139233E0,1.729198416E1
1.945005667E0,-1.899667278E1,-1.022865596E1,3.152914574E0,2.180458323E1
1.955046667E0,-1.880784280E1,-1.234327928E1,9.182911118E-1,2.251521158E1
1.965088667E0,-1.810782817E1,-1.494876350E1,-3.248115431E0,2.370462455E1
1.975129667E0,-1.534225070E1,-1.730932772E1,-6.894669492E0,2.413574010E1
1.985170667E0,-1.048710640E1,-1.679587436E1,-1.208710809E1,2.319868484E1
1.995211667E0,-3.381198059E0,-1.504655818E1,-1.520283086E1,2.165542610E1
2.005252667E0,8.202812671E0,-1.079625571E1,-1.253577547E1,1.846593999E1
2.015294667E0,2.617222146E1,-3.350069237E0,-7.428413862E0,2.741148432E1
2.025335667E0,4.257123828E1,-7.005560768E-1,2.318512223E0,4.264008216E1
2.035376667E0,4.553173502E1,-8.007938422E0,9.317365065E0,4.716014486E1
2.045417667E0,3.238587276E1,-1.209540295E1,7.966775193E0,3.547693665E1
2.055458667E0,1.935290971E1,-1.025239332E1,3.859464047E0,2.223830358E1
2.065500667E0,1.403318425E1,-6.988178750E0,1.318037252E0,1.573220025E1
2.075541667E0,7.161431165E0,-3.772758025E0,-1.777056253E0,8.287202686E0
2.085582667E0,1.456073642E-2,-1.897910891E0,-4.665063014E0,5.036376742E0
2.095623667E0,-4.229455973E0,-4.569553716E0,-2.202644090E0,6.604601425E0
2.105664667E0,-1.330369966E1,-1.196537140E1,2.138100038E0,1.802026662E1
2.115706667E0,-2.372809467E1,-1.588320937E1,5.808275535E0,2.913820312E1
2.125747667E0,-2.004701748E1,-1.562655519E1,1.122601320E1,2.778660665E1
2.135788667E0,-1.737194205E1,-1.730178014E1,9.724503767E0,2.637616234E1
2.145829667E0,-1.518934601E1,-2.007468651E1,4.909928033E0,2.564793684E1
2.155870667E0,-1.139547252E1,-2.040391047E1,2.073446059E-1,2.337133604E1
2.165912667E0,-6.661811146E0,-1.770179050E1,-8.682186121E0,2.081137839E1
2.175953667E0,-1.886714058E0,-1.426105726E1,-1.389016369E1,1.999685204E1
2.185994667E0,3.761063594E0,-1.366837997E1,-1.102507948E1,1.795891389E1
2.196035667E0,2.034706151E1,-7.536456374E0,-6.697394376E0,2.270806416E1
2.206077667E0,4.034708842E1,9.394733083E-1,4.382744678E-1,4.036040434E1
2.216118667E0,4.947530308E1,-3.196610232E0,7.912293761E0,5.020585946E1
2.226159667E0,3.874655113E1,-9.679932781E0,1.109536769E1,4.145001215E1
2.236200667E0,1.943017833E1,-1.359911269E1,7.281794345E0,2.480911576E1
2.246241667E0,1.047609376E1,-1.447587110E1,3.000364811E0,1.811909417E1
2.256282667E0,2.004723149E0,-1.266167772E1,1.223086656E0,1.287761385E1
2.266324667E0,-8.012130291E0,-6.736029854E0,-4.175962136E0,1.126973779E1
2.276365667E0,-1.469521770E1,-3.626234402E0,-1.006890418E1,1.817915924E1
2.286406667E0,-1.579332246E1,-6.519753626E0,-2.858481538E0,1.732360062E1
2.296447667E0,-1.312836271E1,-9.734218916E0,4.676539052E0,1.699938066E1
2.306489667E0,-1.758804111E1,-1.192445843E1,4.325070813E0,2.168497490E1
2.316530667E0,-1.618864102E1,-1.226668193E1,6.455178730E0,2.131227149E1
2.326571667E0,-1.253412656E1,-1.412273085E1,7.826482948E0,2.044039360E1
2.336612667E0,-1.312502161E1,-1.812157264E1,2.538810750E0,2.251895084E1
2.346653667E0,-1.182132290E1,-2.200288071E1,-9.362349741E-1,2.499493890E1
2.356695667E0,-9.375691625E0,-2.329374946E1,-5.464474458E0,2.569752592E1
2.366736667E0,-6.411252108E0,-2.133776461E1,-1.084938000E1,2.478131148E1
2.376777667E0,-3.066749420E0,-1.942814818E1,-1.152876565E1,2.279847212E1
2.386818667E0,7.200464253E0,-1.494726544E1,-9.376721320E0,1.905755316E1
2.396859667E0,2.684082016E1,-5.187677209E0,-4.965595865E0,2.778486574E1
2.406901667E0,4.318818034E1,-7.039176410E-1,3.136511965E0,4.330764515E1
2.416942667E0,4.178761315E1,-2.222768744E0,7.641473536E0,4.253865808E1
2.426983667E0,2.490937725E1,-5.899141266E0,7.535744183E0,2.668453453E1
2.437024667E0,1.041961199E1,-7.766322700E0,3.946631999E0,1.358160471E1
2.447065667E0,5.324432473E0,-7.295199671E0,1.603984809E0,9.172910480E0
2.457107667E0,1.739620332E0,-6.374533932E0,-1.081593685E0,6.695581129E0
2.467148667E0,-3.066904371E0,-2.734187860E0,-6.398984649E0,7.604517750E0
2.477189667E0,-5.757494806E0,-4.556121200E-1,-1.078418355E1,1.223335374E1
2.487230667E0,-8.422339951E0,-2.752162786E0,-8.405601711E0,1.221328581E1
2.497271667E0,-1.554172262E1,-6.892896032E0,-5.186773814E0,1.777525753E1
2.507313667E0,-1.875570785E1,-8.914121777E0,-1.931443503E0,2.085590128E1
2.517354667E0,-1.757809265E1,-1.066752458E1,2.616469083E0,2.072755008E1
2.527395667E0,-1.809182551E1,-1.428186165E1,2.424565220E0,2.317680390E1
2.537436667E0,-1.539240812E1,-1.848233064E1,4.351088583E-2,2.405253972E1
2.547477667E0,-1.145847744E1,-2.124408520E1,-3.006516666E0,2.432379501E1
2.557519667E0,-7.967148246E0,-2.286407734E1,-7.363272956E0,2.530729682E1
2.567560667E0,5.602053595E-1,-2.085838414E1,-5.112231170E0,2.148303811E1
2.577601667E0,2.117094822E1,-1.408843342E1,2.347997392E0,2.553832604E1
2.587642750E0,4.044460595E1,-9.673888514E0,5.655570236E0,4.196827068E1
2.597683750E0,5.093099314E1,-1.013221082E1,6.496027379E0,5.233379530E1
2.607725750E0,4.830076118E1,-9.500848938E0,-3.814261562E-1,4.922778836E1
2.617766750E0,4.006985556E1,-8.960342263E0,-7.021179850E0,4.165546812E1
2.627807750E0,3.125249526E1,-1.438070299E1,-6.389283534E0,3.499065621E1
2.637848750E0,2.066507519E1,-1.774443541E1,-3.626642830E0,2.747840714E1
2.647889750E0,1.315953773E1,-1.675412992E1,-1.892865914E0,2.138825014E1
2.657931750E0,8.254176368E0,-1.479878241E1,-1.056307986E0,1.697796145E1
2.667972750E0,6.081341091E0,-1.450569307E1,1.228039540E0,1.577675258E1
2.678013750E0,4.411007634E0,-1.516407669E1,9.453181851E-1,1.582086712E1
2.688054750E0,-6.898151802E-1,-1.581798485E1,-5.580339375E0,1.678763465E1
2.698095750E0,-1.234235659E1,-1.519756252E1,-1.578955685E1,2.515173510E1
2.708137750E0,-2.481621941E1,-1.467048632E1,-2.193904783E1,3.622692002E1
2.718178750E0,-3.143166798E1,-1.588387946E1,-2.100846580E1,4.100735317E1
2.728219750E0,-3.042781332E1,-1.854350421E1,-1.443129427E1,3.844444857E1
2.738260750E0,-2.460227446E1,-2.347732397E1,-6.572637014E0,3.463605357E1
2.748301750E0,-1.658981030E1,-3.042343258E1,6.858924294E-1,3.465945043E1
2.758343750E0,-8.431917690E0,-3.628121299E1,5.714635885E0,3.768395832E1
2.768384750E0,-1.343572628E0,-3.935600876E1,8.982420180E0,4.039040090E1
2.778425750E0,7.948206775E0,-3.784683070E1,1.307923908E1,4.082429522E1
2.788466750E0,2.745046022E1,-2.842573603E1,1.960553516E1,4.411266535E1
2.798507750E0,5.584542821E1,-1.218075242E1,1.922606490E1,6.030525808E1
2.808549750E0,7.706757933E1,4.779057699E0,1.075879611E1,7.796154738E1
2.818590750E0,7.697328479E1,8.555083441E0,2.639027641E0,7.749219633E1
2.828631750E0,6.169182993E1,-2.885872235E0,3.563948107E0,6.186203896E1
2.838672750E0,4.625992855E1,-2.389048822E1,8.868753816E0,5.281468745E1
2.848713750E0,3.459419771E1,-4.050935567E1,8.938850237E0,5.401545572E1
2.858755750E0,2.436795782E1,-4.678284738E1,2.548743708E0,5.281030460E1
2.868796750E0,1.660078201E1,-4.435186513E1,-4.617673085E0,4.758147548E1
2.878837750E0,1.146633610E1,-3.825217139E1,-1.039610736E1,4.126480980E1
2.888878750E0,3.056569125E0,-3.324098127E1,-1.691494940E1,3.742219881E1
2.898919750E0,-1.084246860E1,-2.699462065E1,-1.855827662E1,3.450620669E1
2.908961750E0,-1.988926896E1,-2.064953095E1,-9.795263847E0,3.029741478E1
2.919002750E0,-2.256883038E1,-1.722117276E1,3.602138026E0,2.861636410E1
2.929043750E0,-1.883621349E1,-1.478428249E1,1.478411760E1,2.814157210E1
2.939084750E0,-1.377706451E1,-1.395983678E1,2.001407427E1,2.802227182E1
2.949125750E0,-1.170743083E1,-1.386623572E1,1.855842513E1,2.595672501E1
2.959167750E0,-8.683588868E0,-1.165578706E1,8.560117893E0,1.686824549E1
2.969208750E0,-5.711731573E0,-9.653910332E0,-1.945322747E0,1.138446937E1
2.979249750E0,-1.938549040E0,-9.007587181E0,-9.289542843E0,1.308396750E1
2.989290750E0,4.597916513E0,-8.887053847E0,-1.348953119E1,1.679547600E1
2.999331750E0,8.100471779E0,-7.778210090E0,-1.641688591E1,1.989050875E1
3.009373750E0,9.000612622E0,-1.020184648E1,-2.024118948E1,2.438840812E1
3.019414750E0,1.718791380E1,-1.473018990E1,-1.894013137E1,2.951493608E1
3.029455750E0,2.318176125E1,-1.595093533E1,-1.639596925E1,3.256768644E1
3.039496750E0,2.090358078E1,-1.747794271E1,-1.316622109E1,3.026198190E1
3.049537750E0,1.046816727E1,-1.770327803E1,-7.783332251E0,2.199019873E1
3.059579750E0,-1.864705138E0,-1.771546714E1,-2.668186244E0,1.801205482E1
3.069620750E0,-9.879761961E0,-1.908959205E1,-2.312544554E0,2.161874380E1
3.079661750E0,-1.096546361E1,-1.883008794E1,-4.765453275E0,2.230522694E1
3.089702750E0,-6.323814014E0,-1.809958126E1,-8.185894337E0,2.084692619E1
3.099743750E0,-3.081662451E0,-1.695357143E1,-1.037614964E1,2.011429116E1
3.109785750E0,-5.647503417E0,-1.447564774E1,-9.593913807E0,1.826148555E1
3.119826750E0,-8.996487996E0,-1.058945724E1,-1.045283821E1,1.738778961E1
3.129867750E0,-1.303626556E1,-9.220309471E0,-9.413914289E0,1.853591402E1
3.139908750E0,-1.630747632E1,-9.690863566E0,-5.321457410E-1,1.897708617E1
3.149949750E0,-2.109611088E1,-5.770170400E0,5.808043401E0,2.262905497E1
3.159991750E0,-2.702477123E1,2.028241820E0,1.004760512E1,2.890339761E1
3.170032750E0,-2.658513078E1,7.266543052E0,2.345769603E1,3.619164724E1
3.180073750E0,-1.491811356E1,2.763971530E0,4.744935512E1,4.981597085E1
3.190114750E0,-9.451269811E0,-1.064744407E1,4.721378250E1,4.931364744E1
3.200155750E0,-1.533862894E1,-2.951624409E1,3.139499658E1,4.573978589E1
3.210197750E0,-2.132705017E1,-3.689225638E1,1.377815911E1,4.478525782E1
3.220238750E0,-2.494384073E1,-3.185593493E1,-2.403296850E0,4.053111911E1
3.230279750E0,-3.089086368E1,-2.303256369E1,-2.830320646E1,4.781020754E1
3.240320750E0,-2.787451434E1,-2.762563111E1,-2.033127402E1,4.419869622E1
3.250361750E0,-2.237162250E1,-3.880794222E1,-1.229386446E1,4.645088779E1
