"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.866200000E-1,1.180495464E-1,1.526151937E0,1.587479289E0,2.205258697E0
2.966610000E-1,6.965228867E-2,1.195335186E0,8.278318352E-1,1.455672764E0
3.067020000E-1,-1.236094665E0,2.290751982E-1,-2.670803457E-1,1.285199353E0
3.167440000E-1,-1.436830017E0,-2.329492124E0,-1.946181995E0,3.358368415E0
3.267850000E-1,-3.416373155E0,-2.486385784E0,-2.474275031E0,4.896504542E0
3.368260000E-1,-5.835331187E0,-2.026946077E0,-1.735618497E0,6.416538944E0
3.468670000E-1,-7.064180274E0,-2.445167007E0,-1.182022246E0,7.568266725E0
3.569080000E-1,-5.516854985E0,-3.266299102E0,-2.117393732E-2,6.411306192E0
3.669500000E-1,-2.604616485E0,-3.853666533E0,-1.091254163E-1,4.652599395E0
3.769910000E-1,-1.825641645E0,-3.679105218E0,-1.554511517E0,4.391501871E0
3.870320000E-1,5.968552686E-1,-3.328992364E0,-1.362528716E0,3.646218709E0
3.970730000E-1,6.844879282E-1,-2.495043172E0,-2.036360094E0,3.292495495E0
4.071150000E-1,1.473011564E-1,-1.104609203E0,-1.585035737E0,1.937575137E0
4.171560000E-1,6.305290912E-1,1.494722568E0,8.606323761E-1,1.836423311E0
4.271970000E-1,-7.738526791E-2,1.683142953E0,2.308083129E0,2.857657504E0
4.372380000E-1,3.167840177E0,2.081393302E0,2.563703517E0,4.576022857E0
4.472790000E-1,6.823304810E0,2.774350338E0,3.374856169E0,8.102108521E0
4.573258750E-1,6.093062419E0,1.790395506E0,2.150007747E0,6.704734076E0
4.673668750E-1,4.950460348E0,7.940790752E-1,-3.327182651E-2,5.013853433E0
4.774078750E-1,5.133119763E0,7.595848882E-1,-1.484833172E0,5.397278690E0
4.874488750E-1,3.621362210E0,1.562309949E0,-3.217856090E0,5.090154658E0
4.974898750E-1,1.576451732E0,2.869819874E0,-4.734829068E0,5.756706739E0
5.075318750E-1,7.460301653E-1,2.101562103E0,-4.946302392E0,5.425774750E0
5.175728750E-1,-2.419522288E-1,8.236387968E-3,-4.667131759E0,4.673406421E0
5.276138750E-1,-9.894649556E-1,-1.271581709E0,-3.910061758E0,4.229012165E0
5.376548750E-1,-9.702942744E-1,-1.448665220E0,-6.258941495E-1,1.852524058E0
5.476968750E-1,-1.044489301E0,-2.008394908E0,5.322540314E0,5.783947044E0
5.577378750E-1,-1.301082374E0,-2.013616179E0,3.802628526E0,4.495269643E0
5.677788750E-1,-1.540524393E0,-2.047898989E0,2.658338363E0,3.692406875E0
5.778198750E-1,-1.687791197E0,-2.245428459E0,1.195544516E0,3.052853547E0
5.878618750E-1,-1.838270753E0,-2.445159113E0,1.357611793E0,3.346812249E0
5.979028750E-1,-1.802222961E0,-2.429790291E0,1.723052831E0,3.481493863E0
6.079438750E-1,-9.995639741E-1,-9.101205781E-1,6.166596419E-1,1.485838726E0
6.179848750E-1,-1.864972356E-1,1.352273870E-1,5.608818823E-1,6.063465601E-1
6.280258750E-1,-1.614068332E-1,4.459001872E-1,1.117744973E0,1.214179957E0
6.380678750E-1,9.735736853E-1,1.277923891E0,1.977901971E0,2.548142735E0
6.481088750E-1,2.927971603E0,1.470348157E0,3.275096823E0,4.632623513E0
6.581498750E-1,4.240618015E0,9.832479036E-1,3.338183017E0,5.485716311E0
6.681908750E-1,4.565556852E0,5.376965028E-1,2.918434210E0,5.445244268E0
6.782328750E-1,3.918170969E0,3.393460840E-1,2.480145636E0,4.649552869E0
6.882738750E-1,3.208643217E0,4.813386995E-1,1.752597642E0,3.687638368E0
6.983148750E-1,2.418942829E0,6.862263054E-1,9.711120075E-1,2.695412674E0
7.083558750E-1,1.547123560E0,5.466082442E-1,5.396249145E-1,1.727300475E0
7.183968750E-1,9.706401372E-1,3.629167950E-1,6.898802304E-1,1.244903855E0
7.284388750E-1,8.917003870E-1,1.014638096E-1,1.456192048E0,1.710532012E0
7.384798750E-1,1.068514341E-1,-1.263536525E0,2.661856048E0,2.948460513E0
7.485208750E-1,-8.040248966E-1,-2.793763386E0,6.269051331E0,6.910323761E0
7.585618750E-1,-2.575867479E0,-2.559284191E0,9.891268111E0,1.053670792E1
7.686038750E-1,-5.876537100E0,-1.996338826E0,9.117990214E0,1.102981426E1
7.786448750E-1,-7.212282645E0,7.052280021E-1,5.489384181E0,9.091078383E0
7.886858750E-1,-4.087694907E0,1.039230900E0,-1.042341034E0,4.344620277E0
7.987268750E-1,2.683222944E-1,-2.411919739E0,-6.608320232E0,7.039833092E0
8.087678750E-1,4.072762288E0,-7.315513483E0,-9.430977049E0,1.261140192E1
8.188098750E-1,4.415504435E0,-6.361369511E0,-7.367496985E0,1.068848508E1
8.288508750E-1,1.629944692E0,-1.030446628E0,-4.034089973E0,4.471288613E0
8.388918750E-1,-1.246176142E-1,2.566691444E0,-2.595250415E0,3.652226613E0
8.489328750E-1,-2.121486783E-1,3.574685349E0,-2.787503357E0,4.538012491E0
8.589738750E-1,7.691640893E-1,3.827076319E0,-3.518349765E0,5.255179504E0
8.690158750E-1,2.039611731E0,2.562311879E0,-4.193719545E0,5.320971885E0
8.790568750E-1,1.726319085E0,8.088120121E-1,-3.537727438E0,4.018690070E0
8.890978750E-1,1.490856389E0,-4.323185670E-1,-1.771376560E0,2.355276424E0
8.991388750E-1,3.129984133E0,-1.146669980E0,8.620245981E-1,3.443071176E0
9.091808750E-1,6.618592036E0,-5.558480144E-1,4.220511195E0,7.869399106E0
9.192218750E-1,1.077991040E1,8.288878423E-1,7.703380347E0,1.327537541E1
9.292628750E-1,1.393310097E1,2.028546460E0,1.070115426E1,1.768505035E1
9.393038750E-1,1.379772623E1,1.653392612E0,1.280937371E1,1.889949764E1
9.493458750E-1,8.468383850E0,-1.360129019E0,1.212888528E1,1.485507772E1
9.593868750E-1,-1.205836201E-1,-3.940203570E0,8.421762246E0,9.298700119E0
9.694278750E-1,-8.987064623E0,-5.809230385E0,2.866743654E0,1.107847947E1
9.794688750E-1,-1.572971762E1,-6.584230288E0,-3.740255692E0,1.745753755E1
9.895098750E-1,-1.771395505E1,-5.068221517E0,-9.376847620E0,2.067356631E1
9.995518750E-1,-1.372026466E1,-3.614162825E0,-1.123204051E1,1.809603739E1
1.009592875E0,-6.377417194E0,-3.557244274E0,-9.454792174E0,1.194648618E1
1.019633875E0,1.495461071E0,-2.444951245E0,-7.573570991E0,8.097726098E0
1.029674875E0,6.677783985E0,-3.433607823E-1,-6.802804472E0,9.538807276E0
1.039716875E0,9.526755611E0,8.203941768E-1,-6.106031544E0,1.134529595E1
1.049757875E0,9.354916468E0,-3.428760481E-1,-3.988091097E0,1.017530819E1
1.059798875E0,7.052031514E0,-2.055254202E0,-6.230494791E-1,7.371798218E0
1.069839875E0,5.127602915E0,-2.382360894E0,7.661642922E0,9.522012778E0
1.079880875E0,3.539027274E0,-1.009229422E-3,1.446594604E1,1.489255887E1
1.089922875E0,5.011881255E0,-2.495287585E-1,1.413490241E1,1.499922280E1
1.099963875E0,4.693564682E0,-1.315697781E0,1.531924542E1,1.607606576E1
1.110004875E0,1.772638974E0,-2.049512821E0,1.183009489E1,1.213646971E1
1.120045875E0,-1.559972817E0,-2.246834714E0,6.772186697E0,7.303717826E0
1.130087875E0,-5.016974180E0,-1.676190906E0,1.075830377E0,5.397875218E0
1.140128875E0,-7.979771799E0,-5.235234368E-1,-3.939930505E0,8.914812794E0
1.150169875E0,-6.882594992E0,-1.198725986E-1,-7.968895394E0,1.053032654E1
1.160210875E0,-3.800905644E0,3.611140984E-1,-9.656526377E0,1.038391972E1
1.170251875E0,-1.680372834E-2,1.088148707E0,-1.030097433E1,1.035830208E1
1.180293875E0,3.469164449E0,8.852637720E-1,-1.052353105E1,1.111591200E1
1.190334875E0,5.212312113E0,-8.710316491E-1,-1.006742250E1,1.137013146E1
1.200375875E0,5.107595497E0,-3.383512387E0,-9.447962626E0,1.126053665E1
1.210416875E0,3.121661499E0,-5.192916899E0,-8.599384285E0,1.051953262E1
1.220458875E0,-4.829270956E-1,-5.990541433E0,-7.939446477E0,9.957641066E0
1.230499875E0,-6.388242145E0,-4.216999649E0,-5.605965382E-1,7.675089069E0
1.240540875E0,-1.406246009E1,1.078799593E0,1.520376057E1,2.073815150E1
1.250581875E0,-1.092826011E1,-2.404805724E0,1.919924138E1,2.222207977E1
1.260622875E0,-6.465864517E0,-3.722815494E0,1.573542567E1,1.741465992E1
1.270664875E0,1.953093404E0,-9.956600806E-1,1.078617160E1,1.100669845E1
1.280705875E0,5.714866850E0,-2.035647026E0,8.372943258E0,1.033971667E1
1.290746875E0,3.542579457E0,-1.776978777E0,8.175769883E0,9.085743556E0
1.300787875E0,3.012010418E0,-3.004078962E0,8.723608382E0,9.705567493E0
1.310829875E0,2.631454912E0,-3.925203123E0,1.089708978E1,1.187764034E1
1.320870875E0,1.102508299E0,-5.095751962E0,1.395079230E1,1.489318027E1
1.330911875E0,-7.982762066E-1,-6.795016565E0,1.556469048E1,1.700203178E1
1.340952875E0,-4.937050928E0,-8.364847203E0,1.412302087E1,1.714073683E1
1.350993875E0,-1.318576249E1,-9.135339487E0,8.486262882E0,1.814760088E1
1.361035875E0,-1.894774094E1,-5.896995923E0,-8.420633733E-1,1.986203711E1
1.371076875E0,-2.226111714E1,-5.064859952E0,-1.075710042E1,2.523738006E1
1.381117875E0,-2.782887565E1,-8.162638206E0,-1.872008778E1,3.451835264E1
1.391158875E0,-2.949540228E1,-8.099112886E0,-1.921516802E1,3.612197485E1
1.401200875E0,-2.160026951E1,-8.370894978E0,-1.439134024E1,2.727185728E1
1.411241875E0,-1.155921444E1,-1.125959493E1,-1.029590128E1,1.914156471E1
1.421282875E0,-4.711342556E0,-1.349218816E1,-8.148913037E0,1.645116026E1
1.431323875E0,-6.631923687E-1,-1.420201909E1,-2.678390805E0,1.446758265E1
1.441364875E0,5.018270507E-1,-7.403266157E0,1.119669760E1,1.343228265E1
1.451406875E0,1.015838179E1,-3.348536390E0,1.641978379E1,1.959629343E1
1.461442500E0,1.971493773E1,-2.579403291E0,2.519173227E1,3.209291925E1
1.471483500E0,2.218902097E1,-9.059956598E-1,2.854199973E1,3.616378338E1
1.481524500E0,2.059590263E1,-3.140123205E0,2.668569119E1,3.385524617E1
1.491566500E0,1.620123007E1,-6.648261977E0,2.614418523E1,3.146740638E1
1.501607500E0,1.088013636E1,-1.027074188E1,2.608772218E1,3.007382175E1
1.511648500E0,5.175672875E0,-1.333029513E1,2.415921924E1,2.807404909E1
1.521689500E0,-2.346785557E0,-1.518249659E1,1.980969771E1,2.506870017E1
1.531730500E0,-1.397761699E1,-1.667960716E1,1.120027609E1,2.447507418E1
1.541772500E0,-2.176938502E1,-1.616082230E1,-2.564377116E0,2.723333126E1
1.551813500E0,-2.762825768E1,-1.006329086E1,-1.675824987E1,3.384419277E1
1.561854500E0,-3.102762538E1,-5.058232133E0,-2.568970221E1,4.059876905E1
1.571895500E0,-2.833557899E1,-7.144492366E0,-2.494208423E1,3.841947909E1
1.581937500E0,-1.756377867E1,-1.103287966E1,-2.033065656E1,2.904386942E1
1.591978500E0,-4.010097678E0,-1.348748466E1,-1.636443405E1,2.158211824E1
1.602019500E0,5.173892398E0,-1.397838297E1,-1.232009507E1,1.933776346E1
1.612060500E0,9.787913312E0,-1.428221015E1,-1.242423398E0,1.735881302E1
1.622101500E0,1.119927388E1,-8.471381718E0,1.661622568E1,2.175516029E1
1.632143500E0,1.729526049E1,-2.202233615E0,3.879866620E1,4.253601259E1
1.642184500E0,2.082268338E1,-5.850015299E0,3.923356572E1,4.480044086E1
1.652225500E0,1.761747131E1,-5.545701638E0,3.386583813E1,3.857492831E1
1.662266500E0,1.493528800E1,-5.845183745E0,3.596634978E1,3.938029097E1
1.672308500E0,1.170979077E1,-9.062249292E0,3.336233205E1,3.650053098E1
1.682349500E0,6.097941921E0,-1.461992895E1,2.518699135E1,2.975418881E1
1.692390500E0,-5.132961304E0,-1.887154236E1,1.635481304E1,2.549435844E1
1.702431500E0,-1.897826457E1,-2.077717333E1,6.225488405E0,2.882051637E1
1.712473500E0,-2.880461456E1,-1.770194019E1,-5.629112754E0,3.427464685E1
1.722514500E0,-3.434696106E1,-9.280405984E0,-1.776421771E1,3.976690962E1
1.732555500E0,-3.211266512E1,-2.914679128E0,-2.538384839E1,4.103728030E1
1.742596500E0,-2.751605429E1,-7.288732066E0,-2.409656281E1,3.729481463E1
1.752637500E0,-1.991967916E1,-1.137674740E1,-1.983402680E1,3.032511531E1
1.762679500E0,-7.605883874E0,-1.277288123E1,-1.617870777E1,2.197149402E1
1.772720500E0,4.602783735E0,-1.299081281E1,-1.232515876E1,1.848935840E1
1.782761500E0,1.189200521E1,-1.238289651E1,7.793736202E-1,1.718613794E1
1.792802500E0,1.740223530E1,-7.214302858E0,1.599482453E1,2.471271679E1
1.802843500E0,1.987448252E1,-2.724242916E0,3.789040649E1,4.287306216E1
1.812885500E0,1.733655002E1,-5.573847796E0,4.057311371E1,4.447247803E1
1.822926500E0,1.590093579E1,-5.758231555E0,3.731738404E1,4.097052771E1
1.832967500E0,1.369034796E1,-6.547479953E0,3.778813168E1,4.072146874E1
1.843008500E0,8.881269196E0,-1.145140231E1,3.266705133E1,3.573720470E1
1.853050500E0,1.728364149E0,-1.794763083E1,2.205490924E1,2.848725534E1
1.863091500E0,-1.187390808E1,-1.934858628E1,1.172711022E1,2.555156744E1
1.873132500E0,-2.190651860E1,-1.886270488E1,-1.435383269E0,2.894404114E1
1.883173500E0,-2.689848774E1,-1.472079810E1,-1.372738423E1,3.359570832E1
1.893215500E0,-2.732247169E1,-5.268735990E0,-2.288243760E1,3.602614313E1
1.903256500E0,-2.655814237E1,-4.661875112E0,-2.518519742E1,3.689664179E1
1.913297500E0,-2.216647411E1,-7.394288927E0,-2.223193486E1,3.225348060E1
1.923338500E0,-8.506667325E0,-7.424869865E0,-1.876953886E1,2.190405602E1
1.933379500E0,6.696417891E0,-6.787506986E0,-1.531628205E1,1.804163960E1
1.943421500E0,1.719315290E1,-7.952277607E0,-8.418221172E0,2.072943978E1
1.953462500E0,1.876456521E1,-7.075495221E0,9.735357369E0,2.229234674E1
1.963503500E0,1.953972241E1,-2.202717472E0,2.725180926E1,3.360526482E1
1.973544500E0,1.667181282E1,-1.531469979E0,4.012415514E1,4.347691995E1
1.983586500E0,1.300263003E1,-1.303526217E0,4.310454177E1,4.504185930E1
1.993627500E0,1.034650542E1,-3.520538378E0,3.973674202E1,4.121229224E1
2.003668500E0,-7.051800549E-2,-9.031132164E0,2.935232793E1,3.071034802E1
2.013709500E0,-1.463566498E1,-1.312038711E1,1.654211807E1,2.569024946E1
2.023750500E0,-2.434920229E1,-1.522939359E1,4.527047675E0,2.907425394E1
2.033792500E0,-2.672940966E1,-1.206954188E1,-5.786904547E0,2.989353519E1
2.043833500E0,-2.496330027E1,-6.443767889E0,-1.366879513E1,2.918089212E1
2.053874500E0,-1.839522350E1,-4.929263606E0,-1.712435457E1,2.561104072E1
2.063915500E0,-9.994404809E0,-4.676907134E0,-1.556050621E1,1.907592570E1
2.073957500E0,-2.254438141E0,-4.229653024E0,-1.070465908E1,1.172869055E1
2.083998500E0,5.999930892E0,-2.187628732E0,-3.268205295E0,7.173984669E0
2.094039500E0,1.362454457E1,5.172347564E-1,8.096609108E0,1.585720106E1
2.104080500E0,1.839853887E1,1.946444535E0,2.062873826E1,2.770992098E1
2.114121500E0,1.869981432E1,-8.234110478E-1,2.520741451E1,3.139705093E1
2.124163500E0,1.454388708E1,-2.193711006E0,2.785165406E1,3.149685148E1
2.134204500E0,1.132675020E1,-1.970229839E0,3.037364003E1,3.247668525E1
2.144245500E0,9.843953612E0,-2.969824219E0,2.963858422E1,3.137146718E1
2.154286500E0,1.346409112E0,-6.217366623E0,2.440457309E1,2.522006449E1
2.164328500E0,-1.367377695E1,-1.025930941E1,1.542006545E1,2.302181626E1
2.174369500E0,-2.241751379E1,-1.371408064E1,4.140596421E0,2.660386196E1
2.184410500E0,-2.642802779E1,-1.326678034E1,-6.020638806E0,3.017774354E1
2.194451500E0,-2.311214898E1,-1.017828454E1,-1.363342298E1,2.869911372E1
2.204493500E0,-8.482528850E0,-7.225869820E0,-1.645065241E1,1.986933454E1
2.214534500E0,8.548181387E0,-3.071721892E0,-1.512673988E1,1.764440817E1
2.224575500E0,2.120816458E1,1.462045403E0,-1.348468034E1,2.517459882E1
2.234616500E0,2.861084719E1,5.023607261E0,-1.067034762E1,3.094630067E1
2.244657500E0,2.876312505E1,5.914038802E0,-1.425233088E0,2.939939638E1
2.254699500E0,2.721140734E1,2.956809194E0,6.383602964E0,2.810611671E1
2.264740500E0,2.478978531E1,-2.245272046E0,1.644328024E1,2.983213314E1
2.274781500E0,2.182662692E1,-5.305416158E0,2.665978803E1,3.486105823E1
2.284822500E0,2.166258212E1,-4.790351304E0,3.355621169E1,4.022728269E1
2.294864500E0,2.293093909E1,-4.312469478E0,3.451898615E1,4.166516249E1
2.304905500E0,2.140793120E1,-7.905406911E0,3.010083936E1,3.777374097E1
2.314946500E0,8.094597082E0,-1.677678671E1,2.290871265E1,2.952612724E1
2.324987500E0,-1.720599924E1,-2.548875679E1,1.367080189E1,3.365433043E1
2.335028500E0,-3.552120125E1,-2.528099821E1,1.813767411E0,4.363684637E1
2.345070500E0,-3.827379439E1,-1.844577502E1,-1.039888127E1,4.374090402E1
2.355111500E0,-3.138101706E1,-1.511762758E1,-2.047853966E1,4.040645346E1
2.365152500E0,-1.392725609E1,-1.312404045E1,-2.116032968E1,2.853013235E1
2.375193500E0,4.803066074E0,-8.283908874E0,-1.724102757E1,1.972170433E1
2.385235500E0,2.036018032E1,-2.696363391E0,-1.492575236E1,2.538868649E1
2.395276500E0,2.966768698E1,-1.359398117E0,-1.376033913E1,3.273173608E1
2.405317500E0,2.934198537E1,-4.008174528E0,-8.030829102E0,3.068406402E1
2.415358500E0,2.579563972E1,-5.157723092E0,1.846973457E0,2.637097736E1
2.425399500E0,2.624876853E1,-5.382148585E0,1.290555105E1,2.974085777E1
2.435441500E0,2.603783139E1,-4.754941735E0,2.282944312E1,3.495370664E1
2.445482500E0,2.739935556E1,-4.833037148E0,2.786282458E1,3.937537209E1
2.455524500E0,2.835615183E1,-4.751805289E0,2.953461370E1,4.121825332E1
2.465565500E0,2.542493794E1,-9.175223345E0,2.932882914E1,3.988473908E1
2.475607500E0,1.028655041E1,-2.019883459E1,2.423941029E1,3.318666976E1
2.485648500E0,-1.768117439E1,-2.760267260E1,1.726800077E1,3.705017292E1
2.495689500E0,-3.991649011E1,-2.466271596E1,9.846303023E0,4.794293925E1
2.505730500E0,-4.452838556E1,-1.934192981E1,-5.874563080E-1,4.855133854E1
2.515771500E0,-4.062426048E1,-1.805749066E1,-1.014322814E1,4.559921694E1
2.525813500E0,-2.789496790E1,-1.686491244E1,-1.340076344E1,3.524393517E1
2.535854500E0,-1.004185146E1,-1.416577805E1,-1.143345721E1,2.079018981E1
2.545895500E0,4.102681906E0,-8.562770190E0,-8.702211666E0,1.287949999E1
2.555936500E0,1.724536737E1,-3.228117954E0,-6.411046286E0,1.867953307E1
2.565978500E0,2.810274520E1,1.600108105E-1,-3.178524794E0,2.828237810E1
2.576019500E0,3.208600649E1,2.681819027E0,4.622222219E0,3.252797111E1
2.586060500E0,3.021881512E1,4.709306556E0,1.573160861E1,3.439240999E1
2.596101500E0,2.421930289E1,2.524377483E0,2.363256286E1,3.393295068E1
2.606142500E0,1.924648571E1,-2.999229866E-1,2.619596583E1,3.250762667E1
2.616184500E0,1.822961632E1,-2.101538422E0,2.576903255E1,3.163508201E1
2.626225500E0,1.694333763E1,-4.908645154E0,2.391145400E1,2.971412324E1
2.636266500E0,1.079528624E1,-1.070776278E1,2.062798280E1,2.562631583E1
2.646307500E0,-7.579318219E0,-1.799557566E1,1.595761636E1,2.521769870E1
2.656349500E0,-3.070533387E1,-1.942294182E1,9.258242698E0,3.749377621E1
2.666390500E0,-4.006359202E1,-1.274362761E1,3.642423588E-1,4.204312218E1
2.676431500E0,-3.830529217E1,-1.102782767E1,-7.795781558E0,4.061628493E1
2.686472500E0,-2.872500823E1,-1.020448357E1,-1.273810083E1,3.303811125E1
2.696513500E0,-1.110611253E1,-7.725727821E0,-1.340649605E1,1.904643647E1
2.706555500E0,5.824877535E0,-3.891968134E0,-1.281373690E1,1.460371417E1
2.716596500E0,1.899162780E1,-2.184060177E0,-1.307771530E1,2.316200947E1
2.726637500E0,2.867552207E1,-2.790527537E0,-1.240968962E1,3.136993794E1
2.736678500E0,3.385947636E1,-5.617323598E0,-8.777268280E0,3.542681050E1
2.746720500E0,3.186983493E1,-5.343487964E0,5.234815707E0,3.273595176E1
2.756761500E0,3.428221601E1,-1.222257521E0,1.361219057E1,3.690604260E1
2.766802500E0,3.656963742E1,1.066940271E0,1.991779635E1,4.165567614E1
2.776843500E0,3.214892020E1,-1.719827507E0,2.141462041E1,3.866648217E1
2.786885500E0,2.525379696E1,-7.344109291E0,1.882178724E1,3.234114835E1
2.796926500E0,1.548484207E1,-1.310211924E1,1.578978373E1,2.570531332E1
2.806967500E0,3.504407372E0,-1.837059736E1,1.311967024E1,2.284481267E1
2.817008500E0,-1.483992342E1,-2.132781265E1,9.898806342E0,2.780441128E1
2.827049500E0,-3.350380426E1,-1.862948635E1,3.444139535E0,3.848928109E1
2.837091500E0,-3.763855522E1,-1.311855108E1,-7.781349460E0,4.061165622E1
2.847132500E0,-3.501982122E1,-1.134895675E1,-1.652742518E1,4.035272582E1
2.857173500E0,-2.757851191E1,-1.263778015E1,-1.674673904E1,3.465171099E1
2.867214500E0,-1.585531581E1,-1.413677820E1,-1.221573046E1,2.450435896E1
2.877256500E0,-5.197858965E0,-1.308860398E1,-8.887440348E0,1.665280421E1
2.887297500E0,4.333820586E0,-1.241592041E1,-7.587180970E0,1.518230535E1
2.897338500E0,1.379367762E1,-1.161073660E1,-5.576935126E0,1.887265090E1
2.907379500E0,2.441714460E1,-9.602771754E0,1.698152755E0,2.629246847E1
2.917420500E0,3.424850097E1,-6.041665978E0,1.546972468E1,3.806276301E1
2.927462500E0,3.709242060E1,-1.406796232E0,3.125137961E1,4.852293756E1
2.937503500E0,3.134593844E1,-3.631118581E0,3.411567328E1,4.647184139E1
2.947544500E0,2.539245549E1,-8.954535393E0,2.629417801E1,3.763434996E1
2.957585500E0,2.091142540E1,-1.170052644E1,2.179532327E1,3.239176049E1
2.967627500E0,1.399902482E1,-1.508291616E1,1.790585950E1,2.727795557E1
2.977668500E0,1.566187530E0,-2.206208494E1,1.316859974E1,2.574102862E1
2.987709500E0,-1.666087852E1,-2.550627973E1,8.257561905E0,3.156489359E1
2.997750500E0,-3.348657603E1,-1.868203060E1,3.552134977E0,3.850956640E1
3.007791500E0,-4.554760202E1,-1.361330505E1,-2.437219471E0,4.760090507E1
3.017833500E0,-4.823665230E1,-1.462504877E1,-7.452500297E0,5.095298262E1
3.027874500E0,-3.795252030E1,-1.616276826E1,-7.175283219E0,4.187019899E1
3.037915500E0,-2.319895206E1,-2.019332183E1,-4.785270658E0,3.112652307E1
3.047956500E0,-1.225639083E1,-2.397010625E1,-3.414472517E0,2.713749680E1
3.057998500E0,-1.865838621E0,-2.337671911E1,-2.524113189E0,2.358651092E1
3.068039500E0,1.467054947E1,-1.703429458E1,1.593452512E0,2.253733135E1
3.078080500E0,3.331765464E1,-1.108549174E1,1.140980171E1,3.692069627E1
3.088121500E0,4.347292103E1,-7.445091290E0,2.628503062E1,5.134420203E1
3.098162500E0,3.642239752E1,-4.674027380E0,3.023326710E1,4.756561796E1
3.108204500E0,2.537406951E1,-9.257473204E0,2.629805588E1,3.769790387E1
3.118245500E0,2.005828390E1,-1.598667585E1,2.353056637E1,3.480798919E1
3.128286500E0,1.409585705E1,-1.743714435E1,2.449231874E1,3.320573544E1
3.138327500E0,7.516202788E0,-1.887596520E1,2.522266638E1,3.238793396E1
3.148369500E0,8.086450741E-1,-2.366930443E1,2.187399171E1,3.223912828E1
3.158410500E0,-1.089868139E1,-2.504310073E1,1.502489541E1,3.117187245E1
3.168451500E0,-2.713123266E1,-2.070161795E1,1.024236418E1,3.563098083E1
3.178492500E0,-3.908825774E1,-1.594243465E1,6.118217726E0,4.265542994E1
3.188534500E0,-4.213026466E1,-1.383437190E1,9.582466713E-1,4.435388690E1
3.198575500E0,-3.718539601E1,-1.546701274E1,-2.702894731E0,4.036443731E1
3.208616500E0,-2.694768856E1,-1.990001614E1,-3.780533068E0,3.371173373E1
3.218657500E0,-1.714828956E1,-2.302901326E1,-4.034843971E0,2.899446934E1
3.228698500E0,-7.036535808E0,-2.438610524E1,-4.725121520E0,2.581708230E1
3.238740500E0,6.204592795E0,-2.222338623E1,-4.362873062E0,2.348213211E1
3.248781500E0,2.288922037E1,-1.501871140E1,1.479330942E0,2.741653737E1
3.258822500E0,3.795233786E1,-1.067203161E1,1.565401255E1,4.241839597E1
