"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.570833265E-4,3.993246002E0,6.299200745E0,7.504344635E0,1.058022363E1
1.019708335E-2,3.723207550E0,6.418203278E0,7.643106079E0,1.065235553E1
2.023808332E-2,3.286864929E0,6.578370209E0,7.401059418E0,1.043331760E1
3.027908335E-2,2.959944763E0,6.634204102E0,7.237000580E0,1.025417546E1
4.032008332E-2,2.890489197E0,7.230114899E0,7.043153687E0,1.049930965E1
5.036108335E-2,2.872825928E0,6.696324921E0,6.803352356E0,9.968926699E0
6.040108332E-2,2.445764008E0,5.668711853E0,6.734645233E0,9.136273971E0
7.044208335E-2,1.884880371E0,4.895270233E0,7.101382599E0,8.828707691E0
8.048308332E-2,2.284549255E0,4.586911469E0,7.078330536E0,8.738517340E0
9.052408335E-2,3.444636841E0,4.575385437E0,6.808292084E0,8.896769973E0
1.005650833E-1,3.737278290E0,4.752317505E0,7.435787201E0,9.583459813E0
1.106050833E-1,3.716621246E0,4.678670654E0,8.071964264E0,1.004289996E1
1.206460833E-1,2.629731445E0,4.934788055E0,8.797355804E0,1.042406302E1
1.306870834E-1,5.794450378E-1,5.948330383E0,9.485325165E0,1.121114554E1
1.407280833E-1,-1.467997284E0,6.516698456E0,9.438622284E0,1.156330253E1
1.507690834E-1,-2.102378082E0,6.120472412E0,8.738677826E0,1.087403634E1
1.608090833E-1,-2.134411469E0,5.251529388E0,8.368796997E0,1.010796896E1
1.708500833E-1,-1.690584412E0,3.687132568E0,9.566306763E0,1.039072891E1
1.808910833E-1,-5.084925842E-1,2.030078430E0,9.570348358E0,9.796496866E0
1.909320834E-1,1.542991333E0,2.692900085E0,8.170010376E0,8.739656896E0
2.009730833E-1,2.222877502E0,4.106260986E0,8.546327820E0,9.738700267E0
2.110130833E-1,2.536475372E0,5.059478760E0,8.724457397E0,1.039943217E1
2.210540833E-1,2.310295715E0,5.595963135E0,8.639883270E0,1.054987453E1
2.310950833E-1,1.839375000E0,6.028114471E0,8.339308319E0,1.045301525E1
2.411360833E-1,1.481918335E0,5.890101471E0,8.150700531E0,1.016480676E1
2.511770834E-1,1.634002075E0,6.324797516E0,7.544760590E0,9.979801539E0
2.612170833E-1,1.326391754E0,7.078929291E0,8.069718933E0,1.081623403E1
2.712580833E-1,7.568261719E-1,8.318052521E0,9.408085785E0,1.258073375E1
2.812990833E-1,-3.007246399E-1,8.638386383E0,1.043719574E1,1.355164970E1
2.913400833E-1,-9.187893677E-1,8.442443848E0,1.110196335E1,1.397757569E1
3.013810833E-1,1.162332916E0,7.175927582E0,9.880802765E0,1.226683406E1
3.114210833E-1,3.805236969E0,5.600453796E0,7.558531952E0,1.014772469E1
3.214620833E-1,8.791667633E0,4.441713409E0,6.972650299E0,1.206814360E1
3.315030833E-1,8.611592102E0,4.942422180E0,5.361251221E0,1.128406266E1
3.415440833E-1,6.150709534E0,8.881630554E0,4.679119720E0,1.177322175E1
3.515850834E-1,5.081932068E0,1.177930481E1,3.737877045E0,1.336225206E1
3.616250833E-1,4.274211731E0,1.036324951E1,3.302282867E0,1.168635523E1
3.716660833E-1,3.200644226E0,7.121141510E0,3.957021332E0,8.752873682E0
3.817070833E-1,2.312091980E0,6.389912109E0,4.534071350E0,8.169121685E0
3.917480833E-1,3.407364349E0,7.934250641E0,4.140988770E0,9.576547031E0
4.017890833E-1,6.821464691E0,9.650282135E0,2.862796783E0,1.215960243E1
4.118290833E-1,1.163320862E1,1.150866760E1,-3.929927673E0,1.682929898E1
4.218700833E-1,1.590053467E1,8.471633148E0,-1.080632812E1,2.100886238E1
4.319110833E-1,1.663520691E1,6.831044769E0,-1.789468781E1,2.536953159E1
4.419520833E-1,8.712482300E0,3.500321045E0,-1.973406281E1,2.185389737E1
4.519930833E-1,-2.387235718E0,4.193978577E0,-1.580847610E1,1.652864990E1
4.620330833E-1,-8.617280273E0,3.948489075E0,-8.549171906E0,1.276465532E1
4.720740833E-1,-9.284742279E0,2.810854797E0,1.067579956E0,9.759460582E0
4.821150833E-1,-5.365292816E0,3.829037476E0,7.996820526E0,1.036325400E1
