"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.365000011E-4,1.240620117E0,6.400540009E0,6.992109833E0,9.560107248E0
1.029549999E-2,1.091230774E0,6.482569427E0,6.774612122E0,9.439801925E0
2.025449998E-2,9.172924805E-1,6.462062073E0,6.575077057E0,9.264518877E0
3.021350002E-2,9.400451660E-1,6.546187134E0,6.401138763E0,9.203848563E0
4.017250001E-2,1.087937622E0,6.623276825E0,6.375392303E0,9.257269100E0
5.013150000E-2,1.220412140E0,6.547534332E0,6.424340515E0,9.253743171E0
6.009049999E-2,1.602717133E0,6.464008026E0,6.568490753E0,9.353992342E0
7.004949998E-2,1.743723907E0,6.300997009E0,6.801107025E0,9.433885368E0
8.000850002E-2,1.583556976E0,6.155050507E0,7.108417969E0,9.535297869E0
8.996750001E-2,1.450633392E0,5.863157501E0,7.419620819E0,9.567221447E0
9.992650000E-2,1.390757904E0,5.513035583E0,7.747888184E0,9.610283045E0
1.098855000E-1,1.353784790E0,5.297633514E0,8.035290527E0,9.719235977E0
1.198445000E-1,1.284778290E0,5.330415344E0,8.806786194E0,1.037417303E1
1.298035000E-1,1.058598633E0,5.386249237E0,9.499545593E0,1.097149390E1
1.397625000E-1,9.575587463E-1,5.237907715E0,9.750573578E0,1.110973812E1
1.497215000E-1,1.271605682E0,5.296436005E0,9.463769989E0,1.091934786E1
1.596805000E-1,1.223405914E0,5.309009857E0,9.007518768E0,1.052699872E1
1.696395000E-1,4.899311829E-1,5.275778961E0,9.102571106E0,1.053236331E1
1.795985000E-1,-4.201762390E-1,5.317093048E0,9.426497498E0,1.083083014E1
1.895575000E-1,-7.520361328E-1,5.509592743E0,9.568701782E0,1.106712358E1
1.995165000E-1,-7.634124756E-2,5.884862366E0,9.151669006E0,1.088073888E1
2.094755000E-1,6.565347290E-1,6.200406189E0,8.549171906E0,1.058132388E1
2.194345000E-1,1.165476379E0,6.194418640E0,7.900570679E0,1.010683801E1
2.293935000E-1,1.661395111E0,5.957311707E0,7.255412292E0,9.533666872E0
2.393525000E-1,2.369871826E0,5.646557922E0,6.693181458E0,9.071856859E0
2.493115000E-1,1.879790955E0,5.428760834E0,6.764133911E0,8.874602289E0
2.592705000E-1,7.385641479E-1,5.451214142E0,7.359296265E0,9.188060412E0
2.692295000E-1,5.628295898E-1,5.589825897E0,7.879015503E0,9.676870155E0
2.791885000E-1,4.089495850E-1,5.851631470E0,8.284522247E0,1.015096742E1
2.891475000E-1,-9.071136475E-2,6.058501282E0,8.572523346E0,1.049770560E1
2.991075000E-1,-7.333250427E-1,5.993087311E0,8.687933350E0,1.057993606E1
3.090665000E-1,-1.696571960E0,5.946234741E0,8.587641907E0,1.058223311E1
3.190255000E-1,-1.720971222E0,6.034700775E0,8.356223145E0,1.045015888E1
3.289845000E-1,-6.878196716E-1,6.103557587E0,7.957452393E0,1.005224153E1
3.389435000E-1,-2.493814087E-1,6.172414398E0,8.333919525E0,1.037377006E1
3.489025000E-1,-3.098556519E-1,6.251300354E0,8.953481140E0,1.092426616E1
3.588615000E-1,-4.173321533E-1,6.326444092E0,9.265282745E0,1.122691076E1
3.688205000E-1,-7.342231750E-1,6.152655487E0,8.527916107E0,1.054132849E1
3.787795000E-1,-1.939516754E0,5.607040100E0,7.450307007E0,9.524058926E0
3.887385000E-1,-1.688039703E0,6.463858337E0,7.109465790E0,9.755790407E0
3.986975000E-1,-7.818241882E-1,7.460785217E0,5.664670258E0,9.400162459E0
4.086565000E-1,-1.429826660E0,7.705077209E0,5.411846008E0,9.523691317E0
4.186155000E-1,-1.898651733E0,8.388106842E0,5.555696869E0,1.023870023E1
4.285745000E-1,-2.080373840E0,9.523944855E0,5.975723419E0,1.143427966E1
4.385335000E-1,-1.572330322E0,1.016236725E1,7.417974243E0,1.267960065E1
4.484925000E-1,-1.931283875E0,1.031430130E1,8.265511780E0,1.335789481E1
4.584515000E-1,-2.964585114E0,1.022104523E1,8.380472717E0,1.354587957E1
4.684105000E-1,-3.151097260E0,1.010458740E1,8.633446655E0,1.365900808E1
4.783695000E-1,-2.072739716E0,1.043719574E1,9.066346436E0,1.397962598E1
4.883285000E-1,-1.295256500E0,1.088985443E1,9.145382080E0,1.427951793E1
4.982875000E-1,-2.448907471E-1,1.156569901E1,9.875413971E0,1.521016654E1
5.082465000E-1,1.143771515E0,1.252026398E1,1.206476120E1,1.742480089E1
5.182055000E-1,1.791324921E0,1.306348434E1,1.422596695E1,1.939694831E1
5.281645000E-1,1.702709198E0,1.361957794E1,1.550490738E1,2.070734833E1
5.381235000E-1,1.640438690E0,1.477786926E1,1.541838730E1,2.141969015E1
5.480825000E-1,1.302291870E0,1.575713287E1,1.461425949E1,2.153043848E1
5.580415000E-1,6.424639893E-1,1.438703201E1,1.393332550E1,2.003838840E1
5.680005000E-1,2.370171204E0,1.603360794E1,1.344593903E1,2.105914460E1
5.779595000E-1,3.015030212E0,1.552661224E1,1.420351364E1,2.125807834E1
5.879185000E-1,2.287243652E0,1.399230286E1,1.439661209E1,2.020590167E1
5.978775000E-1,1.602417755E0,1.314177155E1,1.331556015E1,1.877706165E1
6.078365000E-1,1.322799225E0,1.210787155E1,1.223226288E1,1.726205684E1
6.177955000E-1,1.817370758E0,1.134206406E1,1.164967438E1,1.636032294E1
6.277545000E-1,2.121538239E0,1.073851913E1,1.085033661E1,1.541254431E1
6.377135000E-1,1.918560333E0,1.022179367E1,1.004890320E1,1.446189459E1
6.476725000E-1,1.121617584E0,9.698332214E0,9.480834503E0,1.360889035E1
