"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.820583330E-3,-1.907782745E0,3.782783661E0,9.081764374E0,1.002135377E1
1.477958332E-2,-1.824106750E0,3.886817322E0,9.122629395E0,1.008251364E1
2.473858336E-2,-1.750310211E0,3.911665649E0,9.152716827E0,1.010628217E1
3.469758335E-2,-1.644031219E0,3.940854950E0,9.163494415E0,1.010954036E1
4.465658334E-2,-1.568887482E0,3.877536621E0,9.203910370E0,1.010983008E1
5.461558333E-2,-1.637295227E0,3.758234711E0,9.168434143E0,1.004316924E1
6.457558332E-2,-1.835034027E0,3.648512878E0,9.323511658E0,1.017874578E1
7.453458331E-2,-2.126777344E0,3.589236145E0,9.499096527E0,1.037490399E1
8.449358336E-2,-2.392175446E0,3.632645874E0,9.492510223E0,1.044156931E1
9.445258335E-2,-2.644700317E0,3.780688019E0,9.544302521E0,1.060102600E1
1.044115833E-1,-2.609972534E0,3.960913239E0,9.478738861E0,1.059940002E1
1.143705833E-1,-2.349963226E0,4.045337677E0,9.290280762E0,1.040174989E1
1.243295833E-1,-2.200873260E0,4.075574799E0,9.037157135E0,1.015501660E1
1.342885834E-1,-1.968556366E0,4.092639313E0,8.799601135E0,9.902418434E0
1.442475833E-1,-1.958377533E0,4.127067719E0,8.628506927E0,9.763148176E0
1.542065833E-1,-2.059267731E0,4.251908112E0,8.375233612E0,9.615812198E0
1.641655833E-1,-2.200274506E0,4.255350952E0,8.070317688E0,9.385054460E0
1.741255833E-1,-2.262694702E0,4.219725037E0,7.808362427E0,9.159497284E0
1.840845833E-1,-1.895508270E0,4.243525543E0,7.361541595E0,8.705903474E0
1.940435834E-1,-1.304686890E0,4.500391388E0,6.787485352E0,8.247768663E0
2.040025833E-1,-1.446142731E0,4.876559143E0,6.852450256E0,8.533945886E0
2.139615833E-1,-1.729503479E0,4.751269684E0,7.590415649E0,9.120315544E0
2.239205833E-1,-1.380579071E0,4.165837097E0,8.390950928E0,9.469332329E0
2.338795834E-1,-1.254541168E0,3.603755951E0,8.952133942E0,9.731476384E0
2.438385834E-1,-6.994953918E-1,3.315605164E0,9.538614349E0,1.012263282E1
2.537975833E-1,7.215295715E0,5.334157562E0,1.283580780E1,1.566115229E1
2.637565833E-1,1.671424255E0,7.658673706E0,1.213930618E1,1.445031822E1
2.737155833E-1,-2.895877991E0,6.288423157E0,1.654090302E1,1.793130915E1
2.836755833E-1,-1.950593719E0,3.592080231E0,1.795276703E1,1.841221606E1
2.936345834E-1,-2.917882233E0,3.418740692E0,1.280033157E1,1.356651440E1
3.035935833E-1,-3.271746368E0,3.428021393E0,1.046428940E1,1.148725414E1
3.135525833E-1,-3.646117859E0,2.995121613E0,1.115974319E1,1.211630295E1
3.235115833E-1,-4.496798859E0,3.201841736E0,1.181388290E1,1.303997008E1
3.334705833E-1,-3.923491058E0,4.040547638E0,1.049302963E1,1.190896629E1
3.434295834E-1,-4.307891693E0,4.295916595E0,9.715696106E0,1.146331458E1
3.533885833E-1,-3.775448914E0,4.219725037E0,9.879455566E0,1.138699856E1
3.633475833E-1,-3.930227051E0,3.913461914E0,7.523355103E0,9.346803776E0
3.733065833E-1,-5.526357880E0,4.749323730E0,4.815486145E0,8.734163619E0
3.832655833E-1,-3.373684387E0,5.920338593E0,7.059320068E0,9.811531747E0
3.932255834E-1,-2.539618835E0,6.481222229E0,7.354356537E0,1.012632537E1
4.031845834E-1,-2.537074127E0,7.533234558E0,7.482041016E0,1.091637787E1
4.131435833E-1,-2.217189331E0,8.731792145E0,6.526428223E0,1.112449495E1
4.231025833E-1,-1.442999268E0,9.231453094E0,6.177803192E0,1.120121535E1
4.330615833E-1,-6.932084656E-1,8.937913513E0,7.341782684E0,1.158743323E1
4.430205834E-1,-2.585423584E0,9.956395569E0,7.049889679E0,1.247057225E1
4.529795834E-1,-2.957250366E0,1.142319534E1,4.931045837E0,1.278866430E1
4.629385833E-1,-1.319955139E0,1.163904648E1,4.826563110E0,1.266907242E1
4.728975833E-1,-4.887336731E-1,1.134296219E1,5.767207031E0,1.273429734E1
4.828565833E-1,-5.011578369E-1,1.124162292E1,6.301146698E0,1.289688702E1
4.928155834E-1,-1.007854156E0,1.165162033E1,6.518045654E0,1.338883660E1
5.027755834E-1,-1.050515442E0,1.249945724E1,6.645281067E0,1.419506163E1
5.127345833E-1,-7.491920471E-1,1.312066544E1,6.673272858E0,1.473925781E1
5.226935833E-1,-7.194039917E-1,1.353979385E1,6.648574219E0,1.510122839E1
5.326525833E-1,-2.106120300E-1,1.416474426E1,6.586004333E0,1.562241308E1
5.426115833E-1,1.610051880E0,1.500958740E1,6.600374451E0,1.647558569E1
5.525705834E-1,3.303480377E0,1.530492325E1,6.735693054E0,1.704474169E1
5.625292500E-1,4.028572540E0,1.525642410E1,6.801406403E0,1.718275304E1
5.724882500E-1,4.381239166E0,1.459824280E1,6.765331421E0,1.667554073E1
5.824472500E-1,3.164120178E0,1.343411362E1,6.698420563E0,1.534131361E1
5.924062500E-1,4.593946838E0,1.443852493E1,7.568112030E0,1.693669594E1
6.023662500E-1,3.939358063E0,1.368379440E1,7.646848297E0,1.616289145E1
6.123252500E-1,3.200045471E0,1.289014481E1,7.812254333E0,1.540868073E1
6.222842500E-1,1.835183716E0,1.197958832E1,9.195078735E0,1.521275480E1
6.322432500E-1,4.872367859E-1,1.065903442E1,1.063179108E1,1.506278182E1
6.422022500E-1,-1.142124939E-1,9.686656494E0,9.456734619E0,1.353787975E1
6.521612500E-1,-4.905299377E-1,9.451794891E0,7.517367554E0,1.208668115E1
6.621202500E-1,1.414558411E-1,8.887767792E0,5.805227966E0,1.061664249E1
6.720792500E-1,2.433938599E-1,8.451724548E0,4.985532532E0,9.815621378E0
6.820382500E-1,-4.754113770E-1,7.720944214E0,4.698130188E0,9.050492959E0
6.919972500E-1,-8.273295593E-1,6.774163055E0,4.234095154E0,8.031271448E0
7.019562500E-1,-7.765850830E-1,6.144572296E0,3.675456848E0,7.201932806E0
7.119162500E-1,-7.964936829E-1,5.400769043E0,2.972967682E0,6.216208272E0
7.218752500E-1,-9.413923645E-1,4.207600250E0,2.404300232E0,4.936676924E0
7.318342500E-1,-1.589993591E0,2.609822845E0,1.402283936E0,3.362388309E0
7.417932500E-1,-2.250869293E0,9.225315857E-1,-3.135978699E-1,2.452717009E0
7.517522500E-1,-2.394271088E0,-2.421963501E-1,-1.656006317E0,2.921224065E0
7.617112500E-1,-2.439626770E0,-7.312294006E-1,-2.753524017E0,3.750782549E0
7.716702500E-1,-2.290686493E0,-1.103355560E0,-3.619622955E0,4.423382014E0
7.816292500E-1,-2.329156494E0,-1.538949738E0,-4.182302856E0,5.028418584E0
7.915882500E-1,-2.361489258E0,-1.859732666E0,-4.446952515E0,5.367552866E0
8.015472500E-1,-2.116448822E0,-1.995051270E0,-3.929777985E0,4.889042871E0
8.115062500E-1,-1.712888031E0,-1.951491852E0,-3.491040344E0,4.350823892E0
8.214662500E-1,-1.424138489E0,-1.693877563E0,-3.159479828E0,3.857421991E0
8.314252500E-1,-1.183289337E0,-1.500180359E0,-2.713706818E0,3.318873221E0
8.413842500E-1,-8.952882385E-1,-1.775457916E0,-2.249372406E0,3.002243838E0
8.513432500E-1,-6.858737183E-1,-2.480641479E0,-2.008822632E0,3.264869565E0
8.613022500E-1,-8.819659424E-1,-3.073708191E0,-2.801873474E0,4.251592752E0
8.712612500E-1,-1.240769806E0,-3.097209320E0,-3.917653198E0,5.145893690E0
8.812202500E-1,-1.138682098E0,-2.833308105E0,-4.497846680E0,5.436437850E0
8.911792500E-1,-8.584648132E-1,-2.624342651E0,-4.479434967E0,5.262078849E0
9.011382500E-1,-6.718029785E-1,-2.633024597E0,-3.957021332E0,4.800224536E0
9.110972500E-1,-4.861889648E-1,-2.473606110E0,-3.504212952E0,4.316782981E0
9.210562500E-1,-4.165837097E-1,-1.788929901E0,-3.109184418E0,3.611210313E0
9.310162500E-1,-3.487747192E-1,-1.262324982E0,-2.635718994E0,2.943148447E0
9.409752500E-1,-3.394940186E-1,-1.105600891E0,-2.033820648E0,2.339665777E0
9.509342500E-1,-4.451742554E-1,-9.078620911E-1,-1.867067413E0,2.123283876E0
9.608932500E-1,-4.248165894E-1,-8.785231018E-1,-1.596879272E0,1.871442061E0
9.708522500E-1,-4.794529724E-1,-7.155120850E-1,-6.782395935E-1,1.096285384E0
9.808112500E-1,-1.450334015E0,-1.872605896E-1,3.323089600E-2,1.462750688E0
9.907702500E-1,-2.838247833E0,7.722441101E-1,3.703298950E-1,2.964651069E0
1.000729250E0,-2.536325684E0,1.714384918E0,9.672885132E-1,3.210562363E0
1.010688250E0,-1.862277374E0,2.894231415E0,1.710343323E0,3.843166244E0
1.020647250E0,-8.111631775E-1,4.605622559E0,2.533032532E0,5.318458297E0
1.030607250E0,-1.423539734E-1,6.724316711E0,2.898871765E0,7.323944115E0
